project	tissue	method	log2_auprc_over_prior	auROC	dataset	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP018525	umbilical_cord	TPM_wTO	0.09183010369829661	0.5135029314133135	SRP018525_umbilical_cord	19	0.3828039267473753	8006217.5	2669955656103.0786	8406288	1386356978524.427	0.38400700240781294
SRP018861	bone	TPM_wTO	0.11070090616551208	0.5241161471321902	SRP018861_bone	21	0.9490740843284625	7118897	4545492237961.434	7118897	4545492237961.434	0.9490740843284625
SRP018883	epithelium	TPM_wTO	0.07272193581638245	0.5085265360839912	SRP018883_epithelium	8	0.9347491867026323	11821696.5	2779870903195.357	11821696.5	2779870903195.357	0.9347491867026323
SRP019241	stem_cell	TPM_wTO	0.09145693913744782	0.5062812063438287	SRP019241_stem_cell	8	0.48511557096188607	6644114	5023982268676.019	7325888.5	5929047005176.839	0.6475018931684982
SRP019762	brain	TPM_wTO	0.22363250871536314	0.554240992864834	SRP019762_brain	14	0.9302012121598267	14021091.5	1231174015556.2637	14021091.5	1231174015556.2637	0.9302012121598267
SRP019936	breast	TPM_wTO	0.18113090667207443	0.5268880230009927	SRP019936_breast	32	0.655014660154117	10593486	26835339576058.645	10593486	26835339576058.645	0.655014660154117
SRP020491	tonsil	TPM_wTO	0.33311536920820134	0.5554196682187467	SRP020491_tonsil	54	0.9687878524990358	11467647.5	3731477914169.293	11467647.5	3731477914169.293	0.9687878524990358
SRP020492	blood	TPM_wTO	0.3775416699120238	0.5702198967942422	SRP020492_blood	53	0.9757664705593362	11469549	2691983952604.537	11469549	2691983952604.537	0.9757664705593362
SRP021085	blood	TPM_wTO	0.22484731385622186	0.5316469679519287	SRP021085_blood	30	0.9632492734389628	12437413	915285137703.9126	12437413	915285137703.9126	0.9632492734389628
SRP021134	stem_cell	TPM_wTO	0.11939806663034096	0.5204449456036855	SRP021134_stem_cell	8	0.8963846401937632	9886405.5	438010865254.5	9886405.5	438010865254.5	0.8963846401937632
SRP021193	heart	TPM_wTO	0.4520793665095804	0.5852230744339977	SRP021193_heart	40	0.49692973723525957	5236812.5	4353674480076.3286	6416126.5	4415663062974.061	0.93926487954579585
SRP021214	umbilical_cord	TPM_wTO	0.1432700956962522	0.5488404486104628	SRP021214_umbilical_cord	7	0.8447599094176782	19548961	64244531380096.29	19548961	64244531380096.29	0.8447599094176782
SRP021509	tonsil	TPM_wTO	0.21686707190010057	0.5563203378928847	SRP021509_tonsil	43	0.8239436731812138	50507608	201907085215765.3	50507608	201907085215765.3	0.8239436731812138
SRP021917	colon	TPM_wTO	0.3254745104924258	0.5551253094308777	SRP021917_colon	15	0.8910983261521329	4186298	9839859488426.781	4186298	9839859488426.781	0.8910983261521329
SRP021924	brain	TPM_wTO	0.02076168964517808	0.5033384051089342	SRP021924_brain	5	0.9531670823274834	9209843	4612142342549.8	9209843	4612142342549.8	0.9531670823274834
SRP022028	brain	TPM_wTO	0.11208996701182525	0.5184307933327545	SRP022028_brain	8	0.8889783948801231	17082347.5	59526538499059.64	17082347.5	59526538499059.64	0.8889783948801231
SRP022054	colon	TPM_wTO	0.03491015962840154	0.5370215852826732	SRP022054_colon	13	0.4755287535628296	2398524.5	18435373181831.3	2696227	19232011467578.91	0.4883351893313418
SRP022054	liver	TPM_wTO	0.04062218047138624	0.5276083739427122	SRP022054_liver	7	0.4502881807119347	2501685	17680256891628.777	2501685	21151512467973.906	0.49524435203401906
SRP022054	umbilical_cord	TPM_wTO	0.002850390269660923	0.53597178454811	SRP022054_umbilical_cord	12	0.3746274490731103	1302998	25495070844225.973	4528689.5	27651977464999.152	0.4417812858700708
SRP022133	blood	TPM_wTO	0.23550254713935856	0.5250661358845718	SRP022133_blood	25	0.9490749593182713	8389946	5146524410732.144	8389946	5146524410732.144	0.9490749593182713
SRP023262	breast	TPM_wTO	0.0834386064718184	0.5095263135917776	SRP023262_breast	80	0.825477907130113	6394828	20183436443780.85	6394828	20183436443780.85	0.825477907130113
SRP023550	stem_cell	TPM_wTO	0.20061387279461781	0.5558725109626721	SRP023550_stem_cell	10	0.9323968192021694	14188159	13278607112082.768	14188159	13278607112082.768	0.9323968192021694
SRP024274	epithelium	TPM_wTO	0.09288402120242727	0.5103652325028634	SRP024274_epithelium	52	0.9232293685003775	7761265	2638943953624.1978	7761265	2638943953624.1978	0.9232293685003775
SRP024674	prostate	TPM_wTO	0.07655934736015199	0.5179870639713045	SRP024674_prostate	6	0.9508709581251219	5556741.5	3054282439372.8	5556741.5	3054282439372.8	0.9508709581251219
SRP026013	breast	TPM_wTO	0.04945377420059308	0.5046238113322943	SRP026013_breast	16	0.7253752459783309	13978926.5	18141671802406.062	13978926.5	18141671802406.062	0.7253752459783309
SRP026042	skin	TPM_wTO	0.06051633267838302	0.5135104561209118	SRP026042_skin	84	0.8592319321269299	14704770.5	31252140153393.652	14704770.5	31252140153393.652	0.8592319321269299
SRP026048	brain	TPM_wTO	0.07461106707872309	0.5209874574447895	SRP026048_brain	16	0.9590593479338199	39476394	22788592825429.33	39476394	22788592825429.33	0.9590593479338199
SRP026126	brain	TPM_wTO	0.12048796982794653	0.5378392852999241	SRP026126_brain	192	0.8463534572356464	2866771.5	6059853991039.592	2866771.5	6059853991039.592	0.8463534572356464
SRP026126	intestine	TPM_wTO	0.05895276235556182	0.5235630495149053	SRP026126_intestine	226	0.8130549091006263	3275342.5	9124661290154.623	3275342.5	9124661290154.623	0.8130549091006263
SRP026208	heart	TPM_wTO	0.58499101544717	0.6037876219211284	SRP026208_heart	30	0.8983119323658928	4243044	968434411545.0758	4243044	968434411545.0758	0.8983119323658928
SRP026387	prostate	TPM_wTO	0.19216286589610046	0.539887521140372	SRP026387_prostate	13	0.8549684274972599	11032415	357430535600.2564	11032415	357430535600.2564	0.8549684274972599
SRP026690	umbilical_cord	TPM_wTO	0.09082226358521996	0.5112950938305403	SRP026690_umbilical_cord	5	0.9477043373924904	10783738	19985369898876.5	10783738	19985369898876.5	0.9477043373924904
SRP027015	umbilical_cord	TPM_wTO	0.16121878932993272	0.537703454171151	SRP027015_umbilical_cord	12	0.8220405946791749	18291219.5	182222420288205.44	18291219.5	182222420288205.44	0.8220405946791749
SRP027258	prostate	TPM_wTO	0.03770402491339256	0.5150993162537816	SRP027258_prostate	36	0.7327277043598688	14403779.5	2747473803393.711	14403779.5	2747473803393.711	0.7327277043598688
SRP027358	blood	TPM_wTO	0.1544158407554863	0.5113223157663924	SRP027358_blood	135	0.9526743466625403	1935470	708694047549.0803	1935470	708694047549.0803	0.9526743466625403
SRP027383	umbilical_cord	TPM_wTO	0.4036259480988803	0.5954475694170469	SRP027383_umbilical_cord	270	0.75701264877565555	10762549.5	9480955397133.084	10762549.5	9480955397133.084	0.75701264877565555
SRP028180	lung	TPM_wTO	0.20241258555341066	0.5507590349325255	SRP028180_lung	23	0.40444557507392037	47882495	950854876133644.9	48883874	949072913787359.4	0.41088279702792224
SRP028282	prostate	TPM_wTO	0.19901523107999564	0.5276516541835008	SRP028282_prostate	10	0.9778795663845126	9708364	2452499364186.278	9708364	2452499364186.278	0.9778795663845126
SRP028291	umbilical_cord	TPM_wTO	0.21811706984727877	0.5344451721543919	SRP028291_umbilical_cord	7	0.5102166509181821	2071414	654917060807.6097	3115150	2349654945706.2383	0.5852009836951377
SRP028336	brain	TPM_wTO	0.21556840013761552	0.5366989841463692	SRP028336_brain	36	0.87363031879921	5860354.5	5299789668701.476	5860354.5	5299789668701.476	0.87363031879921
SRP028336	kidney	TPM_wTO	0.4209888600940294	0.5805559217565133	SRP028336_kidney	12	0.6260848923465075	5655338	2056510783755.182	5655338	2056510783755.182	0.6260848923465075
SRP028336	muscle	TPM_wTO	0.34425861656555873	0.5747753304653997	SRP028336_muscle	12	0.8600958099124145	6212470.5	1050709406164.4242	6212470.5	1050709406164.4242	0.8600958099124145
SRP028554	blood	TPM_wTO	0.11929827601615144	0.5173297709493454	SRP028554_blood	7	0.789755129211693	41452976	19923877375255.57	41452976	19923877375255.57	0.789755129211693
SRP028554	bone	TPM_wTO	0.1672066656832932	0.5353969882498859	SRP028554_bone	5	0.8206103846902711	46217427	16768800665333.2	46217427	16768800665333.2	0.8206103846902711
SRP028594	blood	TPM_wTO	0.16035480954803322	0.5350118549627041	SRP028594_blood	31	0.8297798389906037	23259653	209388278721786.12	23259653	209388278721786.12	0.8297798389906037
SRP028594	bone	TPM_wTO	0.1216852334479277	0.5224207086448587	SRP028594_bone	23	0.8128499259132486	43320672	181098334150961.03	43320672	181098334150961.03	0.8128499259132486
SRP028705	brain	TPM_wTO	0.13661358322104977	0.5393368258378359	SRP028705_brain	9	0.9651559701820833	43022655	94926846307299.36	43022655	94926846307299.36	0.9651559701820833
SRP028738	brain	TPM_wTO	0.1255391652430813	0.5165982917137626	SRP028738_brain	8	0.19714512872071838	1942569	1279971973825.1135	2208340	126323536607.98215	0.6153002756082868
SRP028912	cervix	TPM_wTO	0.24618672576676995	0.5704909722489901	SRP028912_cervix	10	0.9122225962134994	33437872.5	12460782982409.6	33437872.5	12460782982409.6	0.9122225962134994
SRP029262	blood	TPM_wTO	0.09198706986881307	0.5213365759764201	SRP029262_blood	88	0.9051348267313598	11680785	4778673205304.781	11680785	4778673205304.781	0.9051348267313598
SRP029281	blood	TPM_wTO	-0.1438586657313247	0.4687291661484778	SRP029281_blood	8	0.7774668981017561	33120733	187160236558561.7	33120733	187160236558561.7	0.7774668981017561
SRP029452	tonsil	TPM_wTO	0.2368289815085834	0.549911735054593	SRP029452_tonsil	8	0.7950278569770813	21142727.5	5371182079057.696	21142727.5	5371182079057.696	0.7950278569770813
SRP029592	heart	TPM_wTO	0.25188125437883163	0.5281427967465788	SRP029592_heart	10	0.8926156409839785	3578012.5	1991225844836.6777	3578012.5	1991225844836.6777	0.8926156409839785
SRP029888	stem_cell	TPM_wTO	0.05917065911265417	0.5088295979639952	SRP029888_stem_cell	5	0.9383479486799243	3560305	525059549863	3560305	525059549863	0.9383479486799243
SRP029889	blood	TPM_wTO	0.12039473542436242	0.5135698830922593	SRP029889_blood	6	0.8539137768692168	4154847.5	2402743055781.6	4154847.5	2402743055781.6	0.8539137768692168
SRP029889	brain	TPM_wTO	-0.009421689318720968	0.5020902142350678	SRP029889_brain	6	0.889343437372055	4682425	4409850157610.967	4682425	4409850157610.967	0.889343437372055
SRP029889	epithelium	TPM_wTO	-0.008865738809701823	0.5068557388640329	SRP029889_epithelium	5	0.9189248344128331	7051198	192733546444.3	7051198	192733546444.3	0.9189248344128331
SRP029899	blood	TPM_wTO	0.2997457092927335	0.5018655475000742	SRP029899_blood	18	0.9409852165959451	29076456.5	42485510260453.086	29076456.5	42485510260453.086	0.9409852165959451
SRP029990	blood	TPM_wTO	0.15021730574601422	0.5268529448471782	SRP029990_blood	12	0.9342975214669625	14538395	26031585318912.242	14538395	26031585318912.242	0.9342975214669625
SRP030401	breast	TPM_wTO	0.16546257795120892	0.5410235455451584	SRP030401_breast	26	0.7576737581117509	9477471	12957319218971.422	9477471	12957319218971.422	0.7576737581117509
SRP030628	brain	TPM_wTO	0.16708761375362327	0.5366911446299127	SRP030628_brain	38	0.8797908817409645	9161996.5	1635040386545.4937	9161996.5	1635040386545.4937	0.8797908817409645
SRP031476	breast	TPM_wTO	0.13609753341112404	0.5242539344912984	SRP031476_breast	38	0.9642952253667867	8926111	70969647297946.44	8926111	70969647297946.44	0.9642952253667867
SRP032165	brain	TPM_wTO	0.32165705993636845	0.5541130970250379	SRP032165_brain	24	0.9527501871377801	13159269	5876995195203.036	13159269	5876995195203.036	0.9527501871377801
SRP032363	muscle	TPM_wTO	0.11681632968681245	0.5113751785879685	SRP032363_muscle	9	0.9904672617094153	20029479	45243078939027.28	20029479	45243078939027.28	0.9904672617094153
SRP032539	brain	TPM_wTO	0.2306998085047992	0.542188001480099	SRP032539_brain	11	0.7095006904987466	8193251	28882600310361.816	8193251	28882600310361.816	0.7095006904987466
SRP032743	stem_cell	TPM_wTO	0.07545953319342497	0.5163925153683522	SRP032743_stem_cell	27	0.9810381235232631	6882433	699050108592.9686	6882433	699050108592.9686	0.9810381235232631
SRP032775	blood	TPM_wTO	0.3362880252525599	0.5907615240571431	SRP032775_blood	228	0.9403497927532615	6555220	10026825435728.727	6590489.5	9507516424722.559	0.9415205274543835
SRP032789	breast	TPM_wTO	0.2174838515333116	0.5442204207652139	SRP032789_breast	20	0.7551032639971876	8424508.5	13991254934285.104	8424508.5	13991254934285.104	0.7551032639971876
SRP032798	brain	TPM_wTO	0.020324305848889012	0.5089371093749833	SRP032798_brain	16	0.9030621396281984	15868681	4140654088200.3833	15868681	4140654088200.3833	0.9030621396281984
SRP032812	umbilical_cord	TPM_wTO	0.12956129004812242	0.5381663157004368	SRP032812_umbilical_cord	20	0.8625618183776668	5820385	34332490089908.766	5820385	34332490089908.766	0.8625618183776668
SRP032928	stem_cell	TPM_wTO	-0.014075798291162444	0.5114974765756415	SRP032928_stem_cell	7	0.9502934946303759	37445071	128377678981904.14	37445071	128377678981904.14	0.9502934946303759
SRP033078	breast	TPM_wTO	0.04122454232451213	0.5150401111541214	SRP033078_breast	8	0.9161015922400557	8039031	44553978470698.79	8039031	44553978470698.79	0.9161015922400557
SRP033095	lung	TPM_wTO	0.14379052952878033	0.5285995201134028	SRP033095_lung	15	0.8582866534354783	8425522	2718246969219.781	8425522	2718246969219.781	0.8582866534354783
SRP033135	muscle	TPM_wTO	0.16216301098999106	0.5166934775320442	SRP033135_muscle	13	0.46039028698166745	857340	1470729804634.05	5596544	6664901268816.91	0.9546711744665038
SRP033266	blood	TPM_wTO	0.28789273100575613	0.5610576071303512	SRP033266_blood	130	0.8014985543932507	6256109.5	9260764223673.744	6256109.5	9260764223673.744	0.8014985543932507
SRP033266	bone	TPM_wTO	0.16952174345149074	0.49650034433307155	SRP033266_bone	14	0.832164316499012	5627730	6555408506375.939	5627730	6555408506375.939	0.832164316499012
SRP033267	stem_cell	TPM_wTO	0.1764232049266983	0.537624126085575	SRP033267_stem_cell	6	0.8320175262602336	89306829.5	69537558954450.664	89306829.5	69537558954450.664	0.8320175262602336
SRP033491	umbilical_cord	TPM_wTO	0.21854784712716874	0.5202475947162384	SRP033491_umbilical_cord	8	0.9669225386317815	5147519	6982450455727.071	5147519	6982450455727.071	0.9669225386317815
SRP033725	brain	TPM_wTO	0.010185510211223834	0.5137106977335861	SRP033725_brain	61	0.9436714493100345	11256146	611207724874560	11256146	611207724874560	0.9436714493100345
SRP034009	cervix	TPM_wTO	0.25948870110832617	0.5342586058663983	SRP034009_cervix	6	0.938420081966154	8417853	4159387560903.467	8417853	4159387560903.467	0.938420081966154
SRP034592	prostate	TPM_wTO	0.3359781019788459	0.551143689300261	SRP034592_prostate	10	0.9418942539196131	13685198.5	68182117562375.43	13685198.5	68182117562375.43	0.9418942539196131
SRP034606	stem_cell	TPM_wTO	0.019440097697243735	0.5117498514623549	SRP034606_stem_cell	12	0.9771948763524068	14075705	17781016945379.54	14075705	17781016945379.54	0.9771948763524068
SRP034698	skin	TPM_wTO	0.38864007284393703	0.5848229275907215	SRP034698_skin	7	0.5279443664570624	9969803	3892739663837	9969803	3892739663837	0.5279443664570624
SRP034711	blood	TPM_wTO	0.20336157748828965	0.5382855471266339	SRP034711_blood	15	0.8877401050474737	36525704	8983424785503411	36525704	8983424785503411	0.8877401050474737
SRP034732	blood	TPM_wTO	0.35203993243410875	0.5752608636444165	SRP034732_blood	43	0.9588344420866222	6783735	10411692595630.78	6899794	8827003143067.469	0.9611744203911324
SRP035268	umbilical_cord	TPM_wTO	0.0732691138360596	0.5159795720333022	SRP035268_umbilical_cord	10	0.8903186654767469	10029086.5	27431421010347.51	10029086.5	27431421010347.51	0.8903186654767469
SRP035312	blood	TPM_wTO	0.2035833181828057	0.5377979546178722	SRP035312_blood	15	0.8877666986467144	36533658	8976196882972780	36533658	8976196882972780	0.8877666986467144
SRP035387	liver	TPM_wTO	0.3487792642209727	0.5606627396796284	SRP035387_liver	7	0.6363091022948317	29374287	6918186956436.238	29374287	6918186956436.238	0.6363091022948317
SRP035417	stem_cell	TPM_wTO	0.09366601047793213	0.5194738241657433	SRP035417_stem_cell	6	0.9387005968638655	12422856	577652397760.6666	12422856	577652397760.6666	0.9387005968638655
SRP035641	skin	TPM_wTO	0.16855722440413898	0.5253059619190026	SRP035641_skin	6	0.9162006206148873	2244073	1267920719986.3	2244073	1267920719986.3	0.9162006206148873
SRP035862	brain	TPM_wTO	0.07272845514311863	0.5126564188544762	SRP035862_brain	5	0.9063394674886787	4051595	3029918319025.7	4051595	3029918319025.7	0.9063394674886787
SRP035864	skin	TPM_wTO	0.17823594563249187	0.5264743159609679	SRP035864_skin	9	0.8702809511615685	8592392	9198923269929.527	8592392	9198923269929.527	0.8702809511615685
SRP035988	skin	TPM_wTO	-0.006538765198266913	0.5025818991161941	SRP035988_skin	178	0.8778079936566794	33751099.5	58988355444886.4	33751099.5	58988355444886.4	0.8778079936566794
SRP036848	prostate	TPM_wTO	0.25245689324366366	0.5644240162064307	SRP036848_prostate	101	0.794937908118776	3295469	5870001902485.963	3295469	6037148905447.408	0.8035493961640454
SRP038863	bone	TPM_wTO	0.12222740902396405	0.5321659569049189	SRP038863_bone	31	0.9325358274294839	18781676	30868350828806.83	18781676	30868350828806.83	0.9325358274294839
SRP039348	stem_cell	TPM_wTO	0.1833547569560949	0.5297531815676848	SRP039348_stem_cell	30	0.8576161095955682	32493374.5	274197722414034.1	32493374.5	274197722414034.1	0.8576161095955682
SRP039359	breast	TPM_wTO	0.19249363223853136	0.5478976878480353	SRP039359_breast	16	0.7040217351091869	6919283.5	12697728814234.863	6919283.5	12697728814234.863	0.7040217351091869
SRP039694	liver	TPM_wTO	0.26043623965800816	0.5589085803871967	SRP039694_liver	15	0.8026393001773738	31278197	4759368945782.571	31278197	4759368945782.571	0.8026393001773738
SRP040070	epithelium	TPM_wTO	0.05039066807864267	0.5106437085664766	SRP040070_epithelium	131	0.8889633553717141	9346721	42035154868952.45	9346721	42035154868952.45	0.8889633553717141
SRP040328	blood	TPM_wTO	0.1505343755409798	0.520853230362718	SRP040328_blood	19	0.9684930175820327	15803223	4100102712034.8013	15803223	4100102712034.8013	0.9684930175820327
SRP040472	epithelium	TPM_wTO	-0.056794295907806394	0.4961665591699784	SRP040472_epithelium	149	NA	4873072	86413655100599.78	10910451	68540019628779.2	0.9632245373135027
SRP040622	brain	TPM_wTO	0.2339598356234635	0.561532042142062	SRP040622_brain	13	0.7738508090902539	10208439	71050613234876.6	10208439	71050613234876.6	0.7738508090902539
SRP041008	stem_cell	TPM_wTO	0.09223366342747563	0.5256348226394039	SRP041008_stem_cell	15	0.8721823647843858	20418882	3689276461414.495	20418882	3689276461414.495	0.8721823647843858
SRP041179	stem_cell	TPM_wTO	0.14407335072033478	0.5377661794341293	SRP041179_stem_cell	43	0.8091357920855867	30668747	1128709859943755	30668747	1128709859943755	0.8091357920855867
SRP041396	kidney	TPM_wTO	0.22011361004428814	0.5505871484970157	SRP041396_kidney	18	0.9804639668540178	17828715	87741805688792.53	17828715	87741805688792.53	0.9804639668540178
SRP041494	stem_cell	TPM_wTO	-0.017680554430487737	0.5069538825023301	SRP041494_stem_cell	5	0.837412923318538	1347632	9355066355986.3	1347632	9355066355986.3	0.837412923318538
SRP041988	blood	TPM_wTO	0.1470834373846915	0.5233429832746879	SRP041988_blood	11	0.721420581403844	28728577	280416319897048.84	28728577	280416319897048.84	0.721420581403844
SRP041988	blood_vessel	TPM_wTO	0.161283483258135	0.5255442745828987	SRP041988_blood_vessel	5	0.7308129058032724	24145644	19674964452982.8	24145644	19674964452982.8	0.7308129058032724
SRP042153	blood	TPM_wTO	0.2685120959290753	0.5445896480487136	SRP042153_blood	24	0.8194049131607193	29333594.5	112478789120435.53	29333594.5	112478789120435.53	0.8194049131607193
SRP042161	intestine	TPM_wTO	0.0076598578708827764	0.49318729197284483	SRP042161_intestine	21	0.2678583659847188	418025.5	556173778879.111	1198625	11887542720477.148	0.6748355756047185
SRP042184	umbilical_cord	TPM_wTO	0.401300399641555	0.5796821066587654	SRP042184_umbilical_cord	25	0.6231468722819414	37378687	1096962862640214.8	37378687	1096962862640214.8	0.6231468722819414
SRP042620	breast	TPM_wTO	0.3655537115013174	0.5770074018810192	SRP042620_breast	167	0.6714053263873965	23879611	55196597263758.18	23879611	55196597263758.18	0.6714053263873965
SRP042623	blood	TPM_wTO	0.11365413222731309	0.5333471965768695	SRP042623_blood	16	0.957969592875836	21164656	3250166072248.5625	21164656	3250166072248.5625	0.957969592875836
SRP043108	muscle	TPM_wTO	0.2243160765208066	0.5272844391911349	SRP043108_muscle	74	0.9488124896455665	2068781.5	1595166218065.12	2377072	1244372262504.5154	0.9509354961201049
SRP043144	blood	TPM_wTO	0.23956022411789502	0.5186591047308866	SRP043144_blood	12	0.9170923932632701	11065447.5	10081699585409.06	11065447.5	10081699585409.06	0.9170923932632701
SRP043221	muscle	TPM_wTO	0.17527832588115366	0.5465856687133055	SRP043221_muscle	38	0.7179115773334743	126336817.5	958870666403399	126336817.5	958870666403399	0.7179115773334743
SRP043368	muscle	TPM_wTO	0.25157478286952434	0.5553125551236917	SRP043368_muscle	26	0.9588315303382922	7308382.5	8099434538377.864	7308382.5	8099434538377.864	0.9588315303382922
SRP044668	brain	TPM_wTO	0.3220549243429369	0.5712696573737048	SRP044668_brain	70	0.7212375404821718	21728000.5	37148100926271.24	21728000.5	37148100926271.24	0.7212375404821718
SRP044668	skin	TPM_wTO	0.33639289747387446	0.5755345651978132	SRP044668_skin	23	0.791214767366163	26369196	18742361245796.406	26369196	18742361245796.406	0.791214767366163
SRP000762	epithelium	TPM_quantile_wTO	0.35316213138175273	0.5705227186008415	SRP000762_epithelium	22	0.9785263368816445	4024140	14050560687704.621	4026980	13839021689053.1	0.9803515053420664
SRP000941	colon	TPM_quantile_wTO	0.12982795331960878	0.5167999064688047	SRP000941_colon	24	0.8871250457558746	9069932	2982197564764.058	9069932	2982197564764.058	0.8871250457558746
SRP000941	heart	TPM_quantile_wTO	0.15477034705129847	0.5271825206305039	SRP000941_heart	24	0.937793717798281	10202036	1147830126460.0417	10202036	1147830126460.0417	0.937793717798281
SRP000941	intestine	TPM_quantile_wTO	0.13871941728395026	0.5181712844646427	SRP000941_intestine	32	0.9149503561915839	4309408	7667816074280.217	4309408	7667816074280.217	0.9149503561915839
SRP000941	lung	TPM_quantile_wTO	0.19320213342997009	0.5362057951583665	SRP000941_lung	20	0.7532870120286826	8617928	5479685216180.257	8628235.5	4019083406430.0923	0.7571675546745809
SRP000941	muscle	TPM_quantile_wTO	0.11437966758993272	0.518504371704239	SRP000941_muscle	30	0.9101233706492706	5670970	95428472811461.7	5670970	95428472811461.7	0.9101233706492706
SRP000941	stem_cell	TPM_quantile_wTO	0.2790522782908804	0.5566657637941717	SRP000941_stem_cell	99	0.6335681507630583	5175909	721193967325620.9	6776864	755711347810385.9	0.6517449699437442
SRP001371	blood	TPM_quantile_wTO	0.142296707082679	0.5316769313835721	SRP001371_blood	20	0.9971459309901244	5882490	490440749620378	5882490	490440749620378	0.9971459309901244
SRP001371	brain	TPM_quantile_wTO	0.03753410445735547	0.5092080162607999	SRP001371_brain	12	0.9612230361478138	54043061.5	252330960470104.38	54043061.5	252330960470104.38	0.9612230361478138
SRP001371	intestine	TPM_quantile_wTO	0.05980170295806044	0.5245359561968144	SRP001371_intestine	14	0.9055033664256724	46285748	517266378348557	46285748	517266378348557	0.9055033664256724
SRP001371	kidney	TPM_quantile_wTO	0.09100972218208228	0.5246261918873643	SRP001371_kidney	5	0.9769421783184283	56248691	106264162409291.7	56248691	106264162409291.7	0.9769421783184283
SRP001371	muscle	TPM_quantile_wTO	-0.0029325389486880462	0.5186973834343007	SRP001371_muscle	7	0.8890394365084799	36873414	903359994356518.6	36873414	903359994356518.6	0.8890394365084799
SRP001558	liver	TPM_quantile_wTO	0.22918034871495116	0.5353204280158934	SRP001558_liver	11	0.9247578114803341	4887004	445272832691.4	4887004	445272832691.4	0.9247578114803341
SRP001893	umbilical_cord	TPM_quantile_wTO	0.06430852270144426	0.509288469436342	SRP001893_umbilical_cord	12	0.9809573057844517	16016856	497386104224.24243	16016856	497386104224.24243	0.9809573057844517
SRP002079	brain	TPM_quantile_wTO	0.06820872953470192	0.5141101404351502	SRP002079_brain	34	0.6774551372508555	1709663.5	1651117793959.4553	1709663.5	1651117793959.4553	0.6774551372508555
SRP002079	stem_cell	TPM_quantile_wTO	0.03862909356671972	0.5098949258112953	SRP002079_stem_cell	27	0.8011469439008185	1886911	1101302979236.656	1992724	1041024362453.4985	0.8030977340010708
SRP002105	blood	TPM_quantile_wTO	0.4541455930462658	0.5625437658627561	SRP002105_blood	15	0.9425098956485196	3266231	154793831752.20953	3266231	154793831752.20953	0.9425098956485196
SRP002272	liver	TPM_quantile_wTO	0.10283139550580477	0.5193826413083116	SRP002272_liver	7	0.6089187975927195	6764631.5	7399956664689.538	7942672	5857451683910.619	0.7114213078445124
SRP002274	brain	TPM_quantile_wTO	-0.007896784541667173	0.5000794449092609	SRP002274_brain	6	0.9949553683471325	7064703.5	93176427759.76666	7064703.5	93176427759.76666	0.9949553683471325
SRP002605	cervix	TPM_quantile_wTO	0.11040037898618474	0.5101746045429536	SRP002605_cervix	24	0.9231615868042707	2760306	15529457497286.346	2760306	15529457497286.346	0.9231615868042707
SRP002628	prostate	TPM_quantile_wTO	0.14141326900292683	0.5229883463061924	SRP002628_prostate	30	0.8454448120097025	6013922.5	5638445182990.947	6013922.5	5638445182990.947	0.8454448120097025
SRP003611	brain	TPM_quantile_wTO	-0.02255936807948223	0.4998270091946324	SRP003611_brain	6	0.9940259098220026	6935409	230286966377.06668	6935409	230286966377.06668	0.9940259098220026
SRP003611	prostate	TPM_quantile_wTO	0.0780830306609069	0.5270773889624252	SRP003611_prostate	46	0.9030892791840586	3432084	12453029165482.844	3432084	12453029165482.844	0.9030892791840586
SRP003726	breast	TPM_quantile_wTO	0.04210005185594941	0.5143538457805334	SRP003726_breast	14	0.5038673603116823	2190167	2410584971362.2637	2190167	2410584971362.2637	0.5038673603116823
SRP003754	blood	TPM_quantile_wTO	0.05689005497422233	0.5038106796232569	SRP003754_blood	5	0.47897799785748674	32099841	1181252449038045	64056983	1126326657850988.5	0.5970710323620452
SRP003754	blood_vessel	TPM_quantile_wTO	0.09554780584011248	0.5067095347599206	SRP003754_blood_vessel	7	0.5532082897376809	40397991	1466158259195126	40397991	1466158259195126	0.5532082897376809
SRP003754	brain	TPM_quantile_wTO	0.12874391760978765	0.5131048687112525	SRP003754_brain	5	0.4411144744892216	21407034	674324989315392.75	21182758	267816812278432.3	0.42146462237494403
SRP003754	epithelium	TPM_quantile_wTO	0.15598713940375614	0.5181565447601315	SRP003754_epithelium	5	0.4463781384085516	12700087	812648556644791.9	69448364	1159586772123950.8	0.5012878840022968
SRP003754	skin	TPM_quantile_wTO	0.09316582260220233	0.5125900394282326	SRP003754_skin	8	0.4639059689626029	36971897	731793047652425.25	49970194	1047687261183365.9	0.5504298479999644
SRP003902	kidney	TPM_quantile_wTO	0.17478628732616674	0.5379039542267492	SRP003902_kidney	20	0.6460929763182831	5147830.5	1532875350132.3684	5147830.5	1532875350132.3684	0.6460929763182831
SRP004847	breast	TPM_quantile_wTO	-0.013514960522452149	0.5062286645456879	SRP004847_breast	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	TPM_quantile_wTO	0.07206895226507654	0.518728175958131	SRP005242_heart	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
