project	tissue	method	log2_auprc_over_prior	dataset	auROC	sample_num	unfiltered_median_spearman	unfiltered_counts_sample_sums_median	unfiltered_counts_sample_sums_variance	counts_sample_sums_median	counts_sample_sums_variance	median_spearman
SRP004847	breast	RPKM_quantile_CLR	0.0295427121787041	SRP004847_breast	0.5010208735594652	8	0.7402732133699512	2782443	363502373032.8571	2782443	363502373032.8571	0.7402732133699512
SRP005242	heart	RPKM_quantile_CLR	0.097134297267358935	SRP005242_heart	0.5269638046561589	7	0.6860039410371538	4705846	638845802500692.6	4705846	638845802500692.6	0.6860039410371538
SRP005279	blood	RPKM_quantile_CLR	0.04927522706330957	SRP005279_blood	0.5058376314098645	5	0.8999927190238184	13032669	11994899780809.7	13032669	11994899780809.7	0.8999927190238184
SRP005279	bone	RPKM_quantile_CLR	0.23594192767614183	SRP005279_bone	0.547250161862479	23	0.5987056262061923	5416220	18634320813161.984	5807971	17267267299273.691	0.6523851545920355
SRP005281	stem_cell	RPKM_quantile_CLR	0.04454114144137133	SRP005281_stem_cell	0.4922487815533465	5	0.9832882981583343	11626850	12793169339201.3	11626850	12793169339201.3	0.9832882981583343
SRP006575	breast	RPKM_quantile_CLR	0.43914975690764163	SRP006575_breast	0.5805578201142083	71	0.6927087568775924	4078876	11289576856496.963	4274794	10669184964806.045	0.7098719536613645
SRP006575	colon	RPKM_quantile_CLR	-0.01996328216732392	SRP006575_colon	0.49432068306625254	5	0.7571227173158857	7468273	12378227826521.2	7468273	12378227826521.2	0.7571227173158857
SRP006575	kidney	RPKM_quantile_CLR	0.2361994657322062	SRP006575_kidney	0.5511430804583171	6	0.8484489229850931	6101579.5	16739742685022.666	6101579.5	16739742685022.666	0.8484489229850931
SRP006575	lung	RPKM_quantile_CLR	0.4033245822388741	SRP006575_lung	0.5772152124223133	16	0.774125084305037	8314288.5	30137762695491.598	8314288.5	30137762695491.598	0.774125084305037
SRP006676	lung	RPKM_quantile_CLR	0.08605505534717037	SRP006676_lung	0.48059905125743185	8	0.8043938458275474	13324908	15597247017854.268	13324908	15597247017854.268	0.8043938458275474
SRP006908	breast	RPKM_quantile_CLR	0.34042953256701525	SRP006908_breast	0.5727933921354165	5	0.6982399635289526	16012577	98341950108842.8	16012577	98341950108842.8	0.6982399635289526
SRP007359	brain	RPKM_quantile_CLR	0.6273557324416948	SRP007359_brain	0.6096434291676154	7	0.7409343449601383	12485617	12395693225419.953	12485617	12395693225419.953	0.7409343449601383
SRP007412	brain	RPKM_quantile_CLR	0.3561462076931778	SRP007412_brain	0.5509283232603686	6	0.8752678288263602	10431357	50825686660802.164	10431357	50825686660802.164	0.8752678288263602
SRP007461	blood	RPKM_quantile_CLR	0.324784188432296	SRP007461_blood	0.5487044938243741	50	0.5151529276267153	10418073.5	243355667921270.38	10418073.5	243355667921270.38	0.5151529276267153
SRP007461	brain	RPKM_quantile_CLR	0.11714195625696518	SRP007461_brain	0.513411820548562	10	0.7792129022463915	52655276.5	1557592478727595.5	52655276.5	1557592478727595.5	0.7792129022463915
SRP007461	breast	RPKM_quantile_CLR	0.37253189824211125	SRP007461_breast	0.5563323677822432	11	0.6089669554001409	20561084	651449691453297.9	20561084	651449691453297.9	0.6089669554001409
SRP007461	liver	RPKM_quantile_CLR	0.3164772241745323	SRP007461_liver	0.5579634247010468	12	0.7047443360228928	15278386	16452668982290.516	15278386	16452668982290.516	0.7047443360228928
SRP007461	lung	RPKM_quantile_CLR	0.04549473742957957	SRP007461_lung	0.49378571148879047	15	0.6988593419206273	35190822	620954908052794.75	35190822	620954908052794.75	0.6988593419206273
SRP007461	muscle	RPKM_quantile_CLR	0.23382628529784796	SRP007461_muscle	0.5373810865130295	6	0.671015367025735	18879652	1399940888619999.8	18879652	1399940888619999.8	0.671015367025735
SRP007461	skin	RPKM_quantile_CLR	0.8536003377072205	SRP007461_skin	0.5955918883467959	25	0.5993561079668875	18022968	488596594978231.5	18022968	488596594978231.5	0.5993561079668875
SRP007461	stem_cell	RPKM_quantile_CLR	0.3168971697460443	SRP007461_stem_cell	0.5345759248826383	8	0.7760530988556255	10954365	20470899243998.5	10954365	20470899243998.5	0.7760530988556255
SRP007483	brain	RPKM_quantile_CLR	0.22490287355842717	SRP007483_brain	0.5307400328433083	12	0.8614590750086454	22679882	2877706712147.1816	22679882	2877706712147.1816	0.8614590750086454
SRP007584	colon	RPKM_quantile_CLR	0.26604407178195694	SRP007584_colon	0.5308559191398992	10	0.8106895402250123	395988	11143858020.455555	395988	11143858020.455555	0.8106895402250123
SRP007584	intestine	RPKM_quantile_CLR	0.0588192098720492	SRP007584_intestine	0.49486089074425266	9	0.737775735539147	255749.5	13366993480.628788	263917	12919957001.36111	0.7677714298034521
SRP007605	heart	RPKM_quantile_CLR	0.6617580856550223	SRP007605_heart	0.608827215425535	12	0.8312593545840603	9629123.5	297663574667254.1	9629123.5	297663574667254.1	0.8312593545840603
SRP007825	skin	RPKM_quantile_CLR	0.33564904913619203	SRP007825_skin	0.5291932626097626	39	0.5318151978743655	6101778	11596296373232.584	8379462	6639283227796.418	0.6084344601019966
SRP008218	breast	RPKM_quantile_CLR	0.06749648879352824	SRP008218_breast	0.5159620895098378	14	0.43994818242042283	7574739.5	25838811653158.64	8338456.5	13953276960963.34	0.7069839526691122
SRP008225	stem_cell	RPKM_quantile_CLR	0.27223918931439123	SRP008225_stem_cell	0.5333659705733673	8	0.9897184940181443	20305277.5	636417384388.6964	20305277.5	636417384388.6964	0.9897184940181443
SRP008331	breast	RPKM_quantile_CLR	0.5422963547397253	SRP008331_breast	0.587526053096532	15	0.8227322958065029	29682707	390245808483628	29682707	390245808483628	0.8227322958065029
SRP008746	breast	RPKM_quantile_CLR	0.3057454580333455	SRP008746_breast	0.5624205684231818	6	0.6355274017450115	22168646.5	120888927041196.8	22168646.5	120888927041196.8	0.6355274017450115
SRP008775	blood	RPKM_quantile_CLR	0.10094647370234668	SRP008775_blood	0.5218409646548352	8	0.6231398170085601	560190.5	261404140479.98215	560190.5	261404140479.98215	0.6231398170085601
SRP008976	blood	RPKM_quantile_CLR	0.35992936650379304	SRP008976_blood	0.5651829130931567	25	0.9327145490131237	32954739	165295164570298.94	32954739	165295164570298.94	0.9327145490131237
SRP009123	liver	RPKM_quantile_CLR	0.5790184697365237	SRP009123_liver	0.5941425830749658	6	0.7128983161665476	29548486.5	1013364811525.6	29548486.5	1013364811525.6	0.7128983161665476
SRP009251	skin	RPKM_quantile_CLR	0.6426887464955224	SRP009251_skin	0.600797130252829	10	0.8995155113865458	11964705.5	40962393496477.57	11964705.5	40962393496477.57	0.8995155113865458
SRP009266	brain	RPKM_quantile_CLR	0.06721186767897214	SRP009266_brain	0.5135625225672911	6	0.983143599558673	13721574.5	29527073434114.965	13721574.5	29527073434114.965	0.983143599558673
SRP009266	breast	RPKM_quantile_CLR	0.08545932651711499	SRP009266_breast	0.5108951446900889	6	0.7796939645357992	13543674	31946682361831.465	13543674	31946682361831.465	0.7796939645357992
SRP009266	lung	RPKM_quantile_CLR	0.1637448537951035	SRP009266_lung	0.5028468438176255	6	0.9831996848654092	19496554.5	16881127737733.367	19496554.5	16881127737733.367	0.9831996848654092
SRP009276	breast	RPKM_quantile_CLR	0.40319506774591124	SRP009276_breast	0.5769511188404195	5	0.9696926661965488	19808735	23280438322735.5	19808735	23280438322735.5	0.9696926661965488
SRP009276	skin	RPKM_quantile_CLR	0.0023433529062543415	SRP009276_skin	0.5152829655343609	5	0.9123487288582667	13843969	55911792431362.2	13843969	55911792431362.2	0.9123487288582667
SRP009373	blood	RPKM_quantile_CLR	0.21229693549647724	SRP009373_blood	0.5480320160197962	6	0.6480313180872258	14720035	50658393832208	14720035	50658393832208	0.6480313180872258
SRP009408	lung	RPKM_quantile_CLR	0.17884439131337937	SRP009408_lung	0.5377966133651739	48	0.6201980785543115	16806968.5	41702837042319.71	17580331	20376162280082.125	0.6589494335693437
SRP009615	blood	RPKM_quantile_CLR	0.15233954707723504	SRP009615_blood	0.5334435932002357	12	0.9402529660975534	20353499.5	64889759283064.99	20353499.5	64889759283064.99	0.9402529660975534
SRP009840	bone	RPKM_quantile_CLR	0.46557487037044565	SRP009840_bone	0.5951519690158769	11	0.7922230854876293	34526954	42218737715533.016	34526954	42218737715533.016	0.7922230854876293
SRP009862	blood	RPKM_quantile_CLR	0.3020019471648217	SRP009862_blood	0.5402575938695939	23	0.6130645929622438	6561905	21748257427790.086	6682702	20507373972662.133	0.6276432289983679
SRP009862	liver	RPKM_quantile_CLR	0.20587351342136004	SRP009862_liver	0.5324014917411262	9	0.7547160304065453	13212548	22668369806519.36	13212548	22668369806519.36	0.7547160304065453
SRP009862	skin	RPKM_quantile_CLR	0.7732724074794842	SRP009862_skin	0.595399905407703	9	0.7725306474813661	10128450	16531575712235.111	10128450	16531575712235.111	0.7725306474813661
SRP010041	lung	RPKM_quantile_CLR	0.5078788044972928	SRP010041_lung	0.5788766258944626	6	0.8746000133452073	23414290.5	2367267160787.8667	23414290.5	2367267160787.8667	0.8746000133452073
SRP010181	intestine	RPKM_quantile_CLR	-0.013706733873329402	SRP010181_intestine	0.4960892976275133	26	0.5549784668757749	110888.5	2182603054.9669223	228768.5	1466198307.146154	0.7229301701491603
SRP010374	cervix	RPKM_quantile_CLR	0.127827572917888	SRP010374_cervix	0.5040437054734213	5	0.9600840860221238	9012134	7972338401457.8	9012134	7972338401457.8	0.9600840860221238
SRP010483	brain	RPKM_quantile_CLR	0.1572141875939776	SRP010483_brain	0.5285137621738656	10	0.8728140234038662	9677064	23001832322613.12	9677064	23001832322613.12	0.8728140234038662
SRP010644	blood	RPKM_quantile_CLR	0.5238115507911242	SRP010644_blood	0.558299173494845	17	0.9503595763773524	4440333	33811300443513.492	4440333	33811300443513.492	0.9503595763773524
SRP010961	blood	RPKM_quantile_CLR	0.4314267345906388	SRP010961_blood	0.5503811748816254	6	0.9480269256105643	13171962	586358422904	13171962	586358422904	0.9480269256105643
SRP011546	stem_cell	RPKM_quantile_CLR	0.28110441119807256	SRP011546_stem_cell	0.5447115242411193	118	0.46736567641192106	27482422	63736999600535.234	27652053	63939800934189.38	0.460679062893746
SRP011903	brain	RPKM_quantile_CLR	0.20737784751585264	SRP011903_brain	0.5285308137473415	15	0.968544863780091	23732009	5785827686279.124	23732009	5785827686279.124	0.968544863780091
SRP011924	heart	RPKM_quantile_CLR	0.2334288425920123	SRP011924_heart	0.5300170714561361	29	0.8840661402814393	16237791	9375311834522.139	16237791	9375311834522.139	0.8840661402814393
SRP012015	heart	RPKM_quantile_CLR	0.6148420604991841	SRP012015_heart	0.5850039802197742	6	0.9112895613955416	10076277.5	27117672581885.867	10076277.5	27117672581885.867	0.9112895613955416
SRP012557	brain	RPKM_quantile_CLR	0.1061134880360228	SRP012557_brain	0.5137325639583175	8	0.6246097037367953	27237199.5	28560144236246.98	27237199.5	28560144236246.98	0.6246097037367953
SRP012557	breast	RPKM_quantile_CLR	0.2498951766737978	SRP012557_breast	0.5205524738395368	16	0.7940764450806773	23208100.5	58472388647390.46	23208100.5	58472388647390.46	0.7940764450806773
SRP012585	stem_cell	RPKM_quantile_CLR	0.11982053012587449	SRP012585_stem_cell	0.5400335493586681	5	0.33801259207199397	3522220	1700389842900.7222	3826675	1551352884029.3	0.3679661733707664
SRP012607	lung	RPKM_quantile_CLR	0.30207995956799816	SRP012607_lung	0.5458998584517722	12	0.9521293172686756	5223713	16499114755654.387	5223713	16499114755654.387	0.9521293172686756
SRP012656	lung	RPKM_quantile_CLR	0.2215945097018944	SRP012656_lung	0.5424275795733564	36	0.6915380741065125	15166465.5	5732909900087.133	15166465.5	5732909900087.133	0.6915380741065125
SRP013021	prostate	RPKM_quantile_CLR	0.24134704664633655	SRP013021_prostate	0.5445992362443874	15	0.697165008741557	13956525	569323016389530.5	13956525	569323016389530.5	0.697165008741557
SRP013299	stem_cell	RPKM_quantile_CLR	0.19811830765901778	SRP013299_stem_cell	0.5372187463199047	19	0.7273337241848127	8276311	1120239033725.339	8276311	1120239033725.339	0.7273337241848127
SRP013402	skin	RPKM_quantile_CLR	-7.047838814301655e-4	SRP013402_skin	0.509615981591633	5	0.9590638666825776	3237887	1148890868172.5	3237887	1148890868172.5	0.9590638666825776
SRP013456	kidney	RPKM_quantile_CLR	0.1466474931939891	SRP013456_kidney	0.5358325419599446	6	0.9344599404718462	2067028	442504412456.7	2067028	442504412456.7	0.9344599404718462
SRP013825	brain	RPKM_quantile_CLR	0.3935565823325688	SRP013825_brain	0.5537811553159244	23	0.856404725200316	2951181	1153413698165.7234	2951181	1153413698165.7234	0.856404725200316
SRP014146	skin	RPKM_quantile_CLR	0.3700889437406639	SRP014146_skin	0.5555041157583496	15	0.9003468953908378	11883184	7949516181969.543	11883184	7949516181969.543	0.9003468953908378
SRP014320	blood	RPKM_quantile_CLR	0.30899845596274095	SRP014320_blood	0.5310497383324986	34	0.8832489433928564	10522689	43394342514397.83	10522689	43394342514397.83	0.8832489433928564
SRP014320	breast	RPKM_quantile_CLR	0.21875571205818908	SRP014320_breast	0.523294485628135	6	0.6302855062557328	16015006	38880894692043.48	16374272	1030250877051.1	0.9072100097101309
SRP014320	cervix	RPKM_quantile_CLR	0.31648843155148676	SRP014320_cervix	0.5403363814208078	8	0.9436618197662514	9119199.5	5889890500118.696	9119199.5	5889890500118.696	0.9436618197662514
SRP014320	colon	RPKM_quantile_CLR	0.034128718692681866	SRP014320_colon	0.510874768277283	6	0.993925000194255	18196164.5	1213168636962.2666	18196164.5	1213168636962.2666	0.993925000194255
SRP014320	liver	RPKM_quantile_CLR	0.20948850614077502	SRP014320_liver	0.5173777642608819	9	0.9576178866346161	10134579	28528964545511.36	10134579	28528964545511.36	0.9576178866346161
SRP014320	muscle	RPKM_quantile_CLR	0.3004076321917065	SRP014320_muscle	0.5395051988551955	10	0.8448416148651794	18709342	2682327361548.7666	18709342	2682327361548.7666	0.8448416148651794
SRP014320	skin	RPKM_quantile_CLR	0.424049589539681	SRP014320_skin	0.5525928061080805	6	0.8344050970556629	12199853	25263107562665.5	12199853	25263107562665.5	0.8344050970556629
SRP014320	stem_cell	RPKM_quantile_CLR	0.5158009187205927	SRP014320_stem_cell	0.566334064315761	13	0.8400777386675694	10121720	34458880791022.6	10121720	34458880791022.6	0.8400777386675694
SRP014428	brain	RPKM_quantile_CLR	0.40336084599204525	SRP014428_brain	0.5639513801039904	21	0.6140587557360145	23663787	116182163747555.8	24381123	123995652131527.47	0.6485866138436749
SRP014428	colon	RPKM_quantile_CLR	0.20006484388463314	SRP014428_colon	0.5394311146830333	28	0.6023915936905304	24035798.5	32331538246607.676	24035798.5	32331538246607.676	0.6023915936905304
SRP014428	stem_cell	RPKM_quantile_CLR	-0.038150009064993946	SRP014428_stem_cell	0.484992965415703	8	0.5511803998019791	23002100	5430442346804.286	23002100	5430442346804.286	0.5511803998019791
SRP014620	stem_cell	RPKM_quantile_CLR	0.38695842042653816	SRP014620_stem_cell	0.5430549538752665	15	0.8299871884283851	13580141	71173661026559.27	13580141	71173661026559.27	0.8299871884283851
SRP014675	brain	RPKM_quantile_CLR	0.3757116941745339	SRP014675_brain	0.5687407954481465	26	0.4678880118654588	15059068	29528866523389.28	14698041	11253312405733.434	0.5182027457505445
SRP015360	spinal_cord	RPKM_quantile_CLR	0.06904858039538828	SRP015360_spinal_cord	0.5120860826445011	6	0.9660632249915169	47482203.5	95067479110366.8	47482203.5	95067479110366.8	0.9660632249915169
SRP015439	blood	RPKM_quantile_CLR	0.37969326101041045	SRP015439_blood	0.5581611838041809	7	0.8111350514655906	22651887	77726658664785.67	22651887	77726658664785.67	0.8111350514655906
SRP015640	kidney	RPKM_quantile_CLR	0.025745294396933373	SRP015640_kidney	0.5026920254655103	5	0.9679947021145808	3515175	7119089150068.7	3515175	7119089150068.7	0.9679947021145808
SRP015640	spinal_cord	RPKM_quantile_CLR	0.48792928096616367	SRP015640_spinal_cord	0.5471700455198842	57	0.9090154041963294	2642180.5	73831362044260.98	2644352	74887310556769.42	0.9091715197397074
SRP015668	brain	RPKM_quantile_CLR	0.2539439675342918	SRP015668_brain	0.5398309633173817	32	0.8650697378077828	1315936	994204320931.4395	1320813	940413146278.9637	0.8676602501752115
SRP015670	spinal_cord	RPKM_quantile_CLR	0.13131836557969595	SRP015670_spinal_cord	0.5340258476702466	40	0.8411781540561951	12639987	22093931741481.95	12639987	22093931741481.95	0.8411781540561951
SRP016059	heart	RPKM_quantile_CLR	0.2424555766610578	SRP016059_heart	0.5507144921511333	6	0.5871853868247949	13571502.5	13870383891878.268	13571502.5	13870383891878.268	0.5871853868247949
SRP016140	stem_cell	RPKM_quantile_CLR	0.20733106526677955	SRP016140_stem_cell	0.550684936372626	5	0.9181495352353376	49230487	358905269209643	49230487	358905269209643	0.9181495352353376
SRP016583	skin	RPKM_quantile_CLR	0.19219808797664417	SRP016583_skin	0.4952443764430896	6	0.9336400081635008	13984427.5	2188477567450	13984427.5	2188477567450	0.9336400081635008
SRP017138	blood	RPKM_quantile_CLR	0.31657255748210505	SRP017138_blood	0.5467434359464498	16	0.8153073995931062	10525424.5	16342673398086.096	10525424.5	16342673398086.096	0.8153073995931062
SRP017411	cervix	RPKM_quantile_CLR	0.37226246676291413	SRP017411_cervix	0.565353336894038	14	0.4995956554314964	9683453	32031586873514.543	10753745	30571488621383.15	0.4933656853795485
SRP017575	breast	RPKM_quantile_CLR	0.1996538346144939	SRP017575_breast	0.5264051730179418	52	0.8127863280061706	4743264.5	9933587660267.701	4743264.5	9933587660267.701	0.8127863280061706
SRP017631	lung	RPKM_quantile_CLR	0.1343793350876364	SRP017631_lung	0.5297356032522522	8	0.9201548221684936	38751698.5	442257294463807.1	38751698.5	442257294463807.1	0.9201548221684936
SRP017933	brain	RPKM_quantile_CLR	0.16423258258692097	SRP017933_brain	0.5227341446917428	25	0.7273783459580137	1180479	713157146314.0834	1180479	713157146314.0834	0.7273783459580137
SRP017959	brain	RPKM_quantile_CLR	0.2534284269706787	SRP017959_brain	0.5384620623821341	5	0.7966378839992087	8504891	119399688816788.8	8504891	119399688816788.8	0.7966378839992087
SRP018254	blood	RPKM_quantile_CLR	0.09949654995872848	SRP018254_blood	0.5109470821179407	9	0.9758368407356841	98533071	102407538153042.11	98533071	102407538153042.11	0.9758368407356841
SRP018861	bone	RPKM_quantile_CLR	0.10115250576757144	SRP018861_bone	0.534321401048981	21	0.9490740843284625	7118897	4545492237961.434	7118897	4545492237961.434	0.9490740843284625
SRP019241	stem_cell	RPKM_quantile_CLR	0.09908059192466306	SRP019241_stem_cell	0.5126075749947141	8	0.48511557096188607	6644114	5023982268676.019	7325888.5	5929047005176.839	0.6475018931684982
SRP019762	brain	RPKM_quantile_CLR	0.46553677213826666	SRP019762_brain	0.5629412833679872	14	0.9302012121598267	14021091.5	1231174015556.2637	14021091.5	1231174015556.2637	0.9302012121598267
SRP019936	breast	RPKM_quantile_CLR	0.3720098930624448	SRP019936_breast	0.5622110700376766	32	0.655014660154117	10593486	26835339576058.645	10593486	26835339576058.645	0.655014660154117
SRP020492	blood	RPKM_quantile_CLR	0.4637060738940236	SRP020492_blood	0.5613627428307311	53	0.9757664705593362	11469549	2691983952604.537	11469549	2691983952604.537	0.9757664705593362
SRP021085	blood	RPKM_quantile_CLR	0.3649585229640161	SRP021085_blood	0.547525159880685	30	0.9632492734389628	12437413	915285137703.9126	12437413	915285137703.9126	0.9632492734389628
SRP021134	stem_cell	RPKM_quantile_CLR	0.06029489575842208	SRP021134_stem_cell	0.503337443167144	8	0.8963846401937632	9886405.5	438010865254.5	9886405.5	438010865254.5	0.8963846401937632
SRP021193	heart	RPKM_quantile_CLR	1.6963588314094098	SRP021193_heart	0.663073099975616	40	0.49692973723525957	5236812.5	4353674480076.3286	6416126.5	4415663062974.061	0.93926487954579585
SRP021917	colon	RPKM_quantile_CLR	0.10814254032489463	SRP021917_colon	0.49327711467042334	15	0.8910983261521329	4186298	9839859488426.781	4186298	9839859488426.781	0.8910983261521329
SRP021924	brain	RPKM_quantile_CLR	0.08853726258526673	SRP021924_brain	0.5154905718677867	5	0.9531670823274834	9209843	4612142342549.8	9209843	4612142342549.8	0.9531670823274834
SRP022028	brain	RPKM_quantile_CLR	0.18148071551146663	SRP022028_brain	0.5283071887069184	8	0.8889783948801231	17082347.5	59526538499059.64	17082347.5	59526538499059.64	0.8889783948801231
SRP022054	colon	RPKM_quantile_CLR	-0.14268843089301472	SRP022054_colon	0.46551548847570245	13	0.4755287535628296	2398524.5	18435373181831.3	2696227	19232011467578.91	0.4883351893313418
SRP022054	liver	RPKM_quantile_CLR	0.10662532734706374	SRP022054_liver	0.52795688002616	7	0.4502881807119347	2501685	17680256891628.777	2501685	21151512467973.906	0.49524435203401906
SRP022133	blood	RPKM_quantile_CLR	0.3290268844928692	SRP022133_blood	0.5382529082855143	25	0.9490749593182713	8389946	5146524410732.144	8389946	5146524410732.144	0.9490749593182713
SRP023262	breast	RPKM_quantile_CLR	0.2596692721736952	SRP023262_breast	0.5342512396231598	80	0.825477907130113	6394828	20183436443780.85	6394828	20183436443780.85	0.825477907130113
SRP023550	stem_cell	RPKM_quantile_CLR	0.319086087555766	SRP023550_stem_cell	0.5801691074331714	10	0.9323968192021694	14188159	13278607112082.768	14188159	13278607112082.768	0.9323968192021694
SRP024674	prostate	RPKM_quantile_CLR	0.5115568931205983	SRP024674_prostate	0.5612104359839378	6	0.9508709581251219	5556741.5	3054282439372.8	5556741.5	3054282439372.8	0.9508709581251219
SRP026013	breast	RPKM_quantile_CLR	0.46876483526161017	SRP026013_breast	0.5527682882993368	16	0.7253752459783309	13978926.5	18141671802406.062	13978926.5	18141671802406.062	0.7253752459783309
SRP026042	skin	RPKM_quantile_CLR	0.6122535931194147	SRP026042_skin	0.5767523284357452	84	0.8592319321269299	14704770.5	31252140153393.652	14704770.5	31252140153393.652	0.8592319321269299
SRP026048	brain	RPKM_quantile_CLR	0.13441501853222282	SRP026048_brain	0.5183068011657319	16	0.9590593479338199	39476394	22788592825429.33	39476394	22788592825429.33	0.9590593479338199
SRP026126	brain	RPKM_quantile_CLR	0.3136841571680776	SRP026126_brain	0.5366572319247531	192	0.8463534572356464	2866771.5	6059853991039.592	2866771.5	6059853991039.592	0.8463534572356464
SRP026126	intestine	RPKM_quantile_CLR	-0.06186815972334119	SRP026126_intestine	0.48945211293232305	226	0.8130549091006263	3275342.5	9124661290154.623	3275342.5	9124661290154.623	0.8130549091006263
SRP026208	heart	RPKM_quantile_CLR	1.1867805396994997	SRP026208_heart	0.6489943987014541	30	0.8983119323658928	4243044	968434411545.0758	4243044	968434411545.0758	0.8983119323658928
SRP026387	prostate	RPKM_quantile_CLR	0.3887275459554437	SRP026387_prostate	0.5526117873127809	13	0.8549684274972599	11032415	357430535600.2564	11032415	357430535600.2564	0.8549684274972599
SRP027258	prostate	RPKM_quantile_CLR	0.3040854689494104	SRP027258_prostate	0.5321846845855198	36	0.7327277043598688	14403779.5	2747473803393.711	14403779.5	2747473803393.711	0.7327277043598688
SRP027358	blood	RPKM_quantile_CLR	0.3105699553382709	SRP027358_blood	0.5339364671298767	135	0.9526743466625403	1935470	708694047549.0803	1935470	708694047549.0803	0.9526743466625403
SRP028180	lung	RPKM_quantile_CLR	0.5829455239593171	SRP028180_lung	0.579961345121415	23	0.40444557507392037	47882495	950854876133644.9	48883874	949072913787359.4	0.41088279702792224
SRP028282	prostate	RPKM_quantile_CLR	0.7141424638095104	SRP028282_prostate	0.5949986010382737	10	0.9778795663845126	9708364	2452499364186.278	9708364	2452499364186.278	0.9778795663845126
SRP028336	brain	RPKM_quantile_CLR	0.2334778330897416	SRP028336_brain	0.5316156288437632	36	0.87363031879921	5860354.5	5299789668701.476	5860354.5	5299789668701.476	0.87363031879921
SRP028336	kidney	RPKM_quantile_CLR	0.38563568036834045	SRP028336_kidney	0.5578644387532279	12	0.6260848923465075	5655338	2056510783755.182	5655338	2056510783755.182	0.6260848923465075
SRP028336	muscle	RPKM_quantile_CLR	0.6849926995794512	SRP028336_muscle	0.6074501416832128	12	0.8600958099124145	6212470.5	1050709406164.4242	6212470.5	1050709406164.4242	0.8600958099124145
SRP028554	blood	RPKM_quantile_CLR	0.2409494817605491	SRP028554_blood	0.5404591632417564	7	0.789755129211693	41452976	19923877375255.57	41452976	19923877375255.57	0.789755129211693
SRP028554	bone	RPKM_quantile_CLR	0.20035557839185975	SRP028554_bone	0.5148143367630986	5	0.8206103846902711	46217427	16768800665333.2	46217427	16768800665333.2	0.8206103846902711
SRP028594	blood	RPKM_quantile_CLR	0.4355369138404637	SRP028594_blood	0.5650111108933125	31	0.8297798389906037	23259653	209388278721786.12	23259653	209388278721786.12	0.8297798389906037
SRP028594	bone	RPKM_quantile_CLR	0.22732633126943114	SRP028594_bone	0.5033092069807985	23	0.8128499259132486	43320672	181098334150961.03	43320672	181098334150961.03	0.8128499259132486
SRP028705	brain	RPKM_quantile_CLR	0.756611510605666	SRP028705_brain	0.6112294245859964	9	0.9651559701820833	43022655	94926846307299.36	43022655	94926846307299.36	0.9651559701820833
SRP028738	brain	RPKM_quantile_CLR	0.49076727422182137	SRP028738_brain	0.5917191060523024	8	0.19714512872071838	1942569	1279971973825.1135	2208340	126323536607.98215	0.6153002756082868
SRP028912	cervix	RPKM_quantile_CLR	0.16767567192357502	SRP028912_cervix	0.5270477290935602	10	0.9122225962134994	33437872.5	12460782982409.6	33437872.5	12460782982409.6	0.9122225962134994
SRP029262	blood	RPKM_quantile_CLR	0.2508742986993895	SRP029262_blood	0.5421929555331069	88	0.9051348267313598	11680785	4778673205304.781	11680785	4778673205304.781	0.9051348267313598
SRP029281	blood	RPKM_quantile_CLR	0.18994763987332058	SRP029281_blood	0.5384512867378106	8	0.7774668981017561	33120733	187160236558561.7	33120733	187160236558561.7	0.7774668981017561
SRP029592	heart	RPKM_quantile_CLR	0.6230139795884074	SRP029592_heart	0.5797763264948514	10	0.8926156409839785	3578012.5	1991225844836.6777	3578012.5	1991225844836.6777	0.8926156409839785
SRP029888	stem_cell	RPKM_quantile_CLR	0.10098364017110835	SRP029888_stem_cell	0.5284882990308155	5	0.9383479486799243	3560305	525059549863	3560305	525059549863	0.9383479486799243
SRP029889	blood	RPKM_quantile_CLR	0.06574397632650894	SRP029889_blood	0.5129315194176236	6	0.8539137768692168	4154847.5	2402743055781.6	4154847.5	2402743055781.6	0.8539137768692168
SRP029889	brain	RPKM_quantile_CLR	0.21231552478641733	SRP029889_brain	0.5354005225324698	6	0.889343437372055	4682425	4409850157610.967	4682425	4409850157610.967	0.889343437372055
SRP029899	blood	RPKM_quantile_CLR	0.5520378364384172	SRP029899_blood	0.5416498859092123	18	0.9409852165959451	29076456.5	42485510260453.086	29076456.5	42485510260453.086	0.9409852165959451
SRP029990	blood	RPKM_quantile_CLR	0.2041279386104488	SRP029990_blood	0.5241904595647462	12	0.9342975214669625	14538395	26031585318912.242	14538395	26031585318912.242	0.9342975214669625
SRP030401	breast	RPKM_quantile_CLR	0.4100518385519174	SRP030401_breast	0.5452551201237732	26	0.7576737581117509	9477471	12957319218971.422	9477471	12957319218971.422	0.7576737581117509
SRP030628	brain	RPKM_quantile_CLR	0.4377561810361573	SRP030628_brain	0.5691501261133531	38	0.8797908817409645	9161996.5	1635040386545.4937	9161996.5	1635040386545.4937	0.8797908817409645
SRP031476	breast	RPKM_quantile_CLR	0.44040618428081296	SRP031476_breast	0.5543904035483571	38	0.9642952253667867	8926111	70969647297946.44	8926111	70969647297946.44	0.9642952253667867
SRP032165	brain	RPKM_quantile_CLR	0.1552301804536771	SRP032165_brain	0.5297286768831739	24	0.9527501871377801	13159269	5876995195203.036	13159269	5876995195203.036	0.9527501871377801
