ensembl_ids	type_of_gene
ENSG00000232423	protein_coding
ENSG00000282119	protein_coding
ENSG00000282530	protein_coding
ENSG00000283370	protein_coding
ENSG00000274109	protein_coding
ENSG00000275774	protein_coding
ENSG00000233954	protein_coding
ENSG00000173436	protein_coding
ENSG00000227533	lincRNA
ENSG00000186973	protein_coding
ENSG00000203995	protein_coding
ENSG00000233907	lincRNA
ENSG00000227963	antisense_RNA
ENSG00000235407	lincRNA
ENSG00000188761	protein_coding
ENSG00000177144	protein_coding
ENSG00000173598	protein_coding
ENSG00000203818	protein_coding
ENSG00000203814	protein_coding
ENSG00000253831	protein_coding
ENSG00000162763	protein_coding
ENSG00000215838	transcribed_processed_pseudogene
ENSG00000231175	lincRNA
ENSG00000263961	protein_coding
ENSG00000228208	lincRNA
ENSG00000119283	protein_coding
ENSG00000197769	protein_coding
ENSG00000279774	TEC
ENSG00000237282	antisense_RNA
ENSG00000274600	protein_coding
ENSG00000184571	protein_coding
ENSG00000225783	lincRNA
ENSG00000234965	protein_coding
ENSG00000177989	protein_coding
ENSG00000214711	protein_coding
ENSG00000280263	processed_pseudogene
ENSG00000204588	lincRNA
ENSG00000234394	lincRNA
ENSG00000234199	lincRNA
ENSG00000231431	transcribed_unprocessed_pseudogene
ENSG00000222033	lincRNA
ENSG00000237732	transcribed_unprocessed_pseudogene
ENSG00000206573	antisense_RNA
ENSG00000280739	processed_transcript
ENSG00000183396	protein_coding
ENSG00000214686	protein_coding
ENSG00000168273	protein_coding
ENSG00000242641	lincRNA
ENSG00000070669	protein_coding
ENSG00000247624	lincRNA
ENSG00000282962	lincRNA
ENSG00000163738	protein_coding
ENSG00000251383	lincRNA
ENSG00000249242	protein_coding
ENSG00000236296	transcribed_processed_pseudogene
ENSG00000205129	protein_coding
ENSG00000280081	lincRNA
ENSG00000183654	protein_coding
ENSG00000227908	antisense_RNA
ENSG00000237187	antisense_RNA
ENSG00000197536	protein_coding
ENSG00000221821	protein_coding
ENSG00000178233	protein_coding
ENSG00000215817	protein_coding
ENSG00000203907	protein_coding
ENSG00000188820	protein_coding
ENSG00000281832	lincRNA
ENSG00000203688	lincRNA
ENSG00000269155	lincRNA
ENSG00000196204	transcribed_unprocessed_pseudogene
ENSG00000205763	transcribed_unprocessed_pseudogene
ENSG00000182111	protein_coding
ENSG00000272693	lincRNA
ENSG00000277149	protein_coding
ENSG00000179994	transcribed_unprocessed_pseudogene
ENSG00000265479	processed_transcript
ENSG00000214300	protein_coding
ENSG00000205238	protein_coding
ENSG00000227471	protein_coding
ENSG00000271079	protein_coding
ENSG00000223855	lincRNA
ENSG00000176269	protein_coding
ENSG00000223535	unprocessed_pseudogene
ENSG00000254349	lincRNA
ENSG00000248858	processed_transcript
ENSG00000248599	lincRNA
ENSG00000205002	protein_coding
ENSG00000254402	protein_coding
ENSG00000234840	lincRNA
ENSG00000276203	protein_coding
ENSG00000183148	protein_coding
ENSG00000188152	protein_coding
ENSG00000255145	antisense_RNA
ENSG00000197768	protein_coding
ENSG00000198435	protein_coding
ENSG00000283093	protein_coding
ENSG00000223591	protein_coding
ENSG00000188828	protein_coding
ENSG00000212747	protein_coding
ENSG00000269096	protein_coding
ENSG00000228836	protein_coding
ENSG00000189326	protein_coding
ENSG00000226784	protein_coding
ENSG00000131548	antisense_RNA
ENSG00000185267	protein_coding
ENSG00000225899	protein_coding
ENSG00000255042	transcribed_unprocessed_pseudogene
ENSG00000172769	protein_coding
ENSG00000110900	protein_coding
ENSG00000215146	transcribed_unprocessed_pseudogene
ENSG00000182652	protein_coding
ENSG00000176299	protein_coding
ENSG00000260389	transcribed_processed_pseudogene
ENSG00000248385	protein_coding
ENSG00000275123	protein_coding
ENSG00000275384	protein_coding
ENSG00000274889	protein_coding
ENSG00000275806	protein_coding
ENSG00000273875	protein_coding
ENSG00000276145	protein_coding
ENSG00000276604	protein_coding
ENSG00000277178	protein_coding
ENSG00000276355	protein_coding
ENSG00000235098	protein_coding
ENSG00000279195	protein_coding
ENSG00000204510	protein_coding
ENSG00000276299	protein_coding
ENSG00000282566	protein_coding
ENSG00000283348	protein_coding
ENSG00000229571	protein_coding
ENSG00000227179	transcribed_unprocessed_pseudogene
ENSG00000196266	protein_coding
ENSG00000196289	protein_coding
ENSG00000197437	protein_coding
ENSG00000177410	antisense_RNA
ENSG00000259848	transcribed_unprocessed_pseudogene
ENSG00000196228	protein_coding
ENSG00000174473	protein_coding
ENSG00000231319	protein_coding
ENSG00000233687	protein_coding
ENSG00000226832	protein_coding
ENSG00000233054	protein_coding
ENSG00000233180	protein_coding
ENSG00000206524	protein_coding
ENSG00000204703	protein_coding
ENSG00000225736	protein_coding
ENSG00000204702	polymorphic_pseudogene
ENSG00000226931	protein_coding
ENSG00000225441	unprocessed_pseudogene
ENSG00000234305	unprocessed_pseudogene
ENSG00000235632	unprocessed_pseudogene
ENSG00000234804	unprocessed_pseudogene
ENSG00000206523	unprocessed_pseudogene
ENSG00000226192	unprocessed_pseudogene
ENSG00000233618	protein_coding
ENSG00000204701	protein_coding
ENSG00000230855	protein_coding
ENSG00000226271	protein_coding
ENSG00000229866	protein_coding
ENSG00000233636	protein_coding
ENSG00000206522	protein_coding
ENSG00000232178	protein_coding
ENSG00000236927	protein_coding
ENSG00000225291	protein_coding
ENSG00000237777	protein_coding
ENSG00000234195	protein_coding
ENSG00000112459	protein_coding
ENSG00000234100	protein_coding
ENSG00000204695	protein_coding
ENSG00000229412	protein_coding
ENSG00000220550	protein_coding
ENSG00000230505	protein_coding
ENSG00000232397	protein_coding
ENSG00000235441	protein_coding
ENSG00000206474	protein_coding
ENSG00000204689	protein_coding
ENSG00000224234	protein_coding
ENSG00000244694	protein_coding
ENSG00000251258	protein_coding
ENSG00000214652	protein_coding
ENSG00000221989	protein_coding
ENSG00000253542	transcribed_unitary_pseudogene
ENSG00000275450	lincRNA
ENSG00000204612	protein_coding
ENSG00000198173	protein_coding
ENSG00000249574	lincRNA
ENSG00000235436	transcribed_unprocessed_pseudogene
ENSG00000227855	transcribed_unprocessed_pseudogene
ENSG00000170092	protein_coding
ENSG00000237064	processed_pseudogene
ENSG00000170807	protein_coding
ENSG00000169807	protein_coding
ENSG00000183795	protein_coding
ENSG00000185894	protein_coding
ENSG00000199080	miRNA
ENSG00000199059	miRNA
ENSG00000199122	miRNA
ENSG00000254324	miRNA
ENSG00000284463	miRNA
ENSG00000199102	miRNA
ENSG00000199145	miRNA
ENSG00000199069	miRNA
ENSG00000199053	miRNA
ENSG00000207995	miRNA
ENSG00000199090	miRNA
ENSG00000207948	miRNA
ENSG00000284544	miRNA
ENSG00000199172	miRNA
ENSG00000199043	miRNA
ENSG00000199151	miRNA
ENSG00000283604	miRNA
ENSG00000199023	miRNA
ENSG00000198995	miRNA
ENSG00000199082	miRNA
ENSG00000198984	miRNA
ENSG00000199104	miRNA
ENSG00000199169	miRNA
ENSG00000283279	miRNA
ENSG00000199025	miRNA
ENSG00000199005	miRNA
ENSG00000199031	miRNA
ENSG00000199095	miRNA
ENSG00000199143	miRNA
ENSG00000199168	miRNA
ENSG00000283745	miRNA
ENSG00000128641	protein_coding
ENSG00000125931	protein_coding
ENSG00000095002	protein_coding
ENSG00000113318	protein_coding
ENSG00000057468	protein_coding
ENSG00000230293	protein_coding
ENSG00000235569	protein_coding
ENSG00000237333	protein_coding
ENSG00000235222	protein_coding
ENSG00000204410	protein_coding
ENSG00000230961	protein_coding
ENSG00000227314	protein_coding
ENSG00000233345	protein_coding
ENSG00000108381	protein_coding
ENSG00000135097	protein_coding
ENSG00000204869	protein_coding
ENSG00000198363	protein_coding
ENSG00000213214	protein_coding
ENSG00000213648	protein_coding
ENSG00000211689	TR_C_gene
ENSG00000258588	protein_coding
ENSG00000196873	protein_coding
ENSG00000147996	protein_coding
ENSG00000204352	protein_coding
ENSG00000188219	protein_coding
ENSG00000157654	protein_coding
ENSG00000130707	protein_coding
ENSG00000263639	protein_coding
ENSG00000147065	protein_coding
ENSG00000038945	protein_coding
ENSG00000175806	protein_coding
ENSG00000173531	protein_coding
ENSG00000164078	protein_coding
ENSG00000163132	protein_coding
ENSG00000274972	protein_coding
ENSG00000205097	protein_coding
ENSG00000203786	protein_coding
ENSG00000235942	protein_coding
ENSG00000120149	protein_coding
ENSG00000205362	protein_coding
ENSG00000169688	protein_coding
ENSG00000169715	protein_coding
ENSG00000223629	unprocessed_pseudogene
ENSG00000233238	unprocessed_pseudogene
ENSG00000233531	unprocessed_pseudogene
ENSG00000198417	protein_coding
ENSG00000204188	transcribed_unitary_pseudogene
ENSG00000125144	protein_coding
ENSG00000205358	protein_coding
ENSG00000255986	transcribed_unprocessed_pseudogene
ENSG00000205364	protein_coding
ENSG00000260549	transcribed_unitary_pseudogene
ENSG00000187193	protein_coding
ENSG00000125148	protein_coding
ENSG00000087250	protein_coding
ENSG00000099810	protein_coding
ENSG00000198899	protein_coding
ENSG00000228253	protein_coding
ENSG00000198804	protein_coding
ENSG00000198712	protein_coding
ENSG00000198938	protein_coding
ENSG00000214827	protein_coding
ENSG00000198727	protein_coding
ENSG00000188786	protein_coding
ENSG00000106268	protein_coding
ENSG00000100714	protein_coding
ENSG00000177000	protein_coding
ENSG00000085760	protein_coding
ENSG00000171100	protein_coding
ENSG00000198888	protein_coding
ENSG00000198763	protein_coding
ENSG00000198840	protein_coding
ENSG00000198886	protein_coding
ENSG00000212907	protein_coding
ENSG00000198786	protein_coding
ENSG00000198695	protein_coding
ENSG00000142347	protein_coding
ENSG00000168412	protein_coding
ENSG00000134640	protein_coding
ENSG00000138823	protein_coding
ENSG00000116984	protein_coding
ENSG00000211459	Mt_rRNA
ENSG00000210082	Mt_rRNA
ENSG00000124275	protein_coding
ENSG00000173171	protein_coding
ENSG00000185499	protein_coding
ENSG00000169894	protein_coding
ENSG00000276613	protein_coding
ENSG00000145113	protein_coding
ENSG00000273984	protein_coding
ENSG00000278303	protein_coding
ENSG00000277585	protein_coding
ENSG00000273822	protein_coding
ENSG00000278468	protein_coding
ENSG00000275164	unprocessed_pseudogene
ENSG00000215182	protein_coding
ENSG00000283158	protein_coding
ENSG00000277281	polymorphic_pseudogene
ENSG00000277518	polymorphic_pseudogene
ENSG00000184956	protein_coding
ENSG00000283350	protein_coding
ENSG00000171195	protein_coding
ENSG00000108395	protein_coding
ENSG00000030304	protein_coding
ENSG00000146085	protein_coding
ENSG00000132781	protein_coding
ENSG00000167508	protein_coding
ENSG00000110921	protein_coding
ENSG00000157601	protein_coding
ENSG00000183486	protein_coding
ENSG00000119950	protein_coding
ENSG00000118513	protein_coding
ENSG00000185697	protein_coding
ENSG00000196091	protein_coding
ENSG00000101057	protein_coding
ENSG00000086967	protein_coding
ENSG00000134571	protein_coding
ENSG00000133055	protein_coding
ENSG00000136997	protein_coding
ENSG00000152092	protein_coding
ENSG00000116990	protein_coding
ENSG00000134323	protein_coding
ENSG00000172936	protein_coding
ENSG00000099860	protein_coding
ENSG00000111049	protein_coding
ENSG00000111046	protein_coding
ENSG00000109061	protein_coding
ENSG00000125414	protein_coding
ENSG00000109063	protein_coding
ENSG00000264424	protein_coding
ENSG00000197616	protein_coding
ENSG00000092054	protein_coding
ENSG00000133020	protein_coding
ENSG00000100345	protein_coding
ENSG00000133026	protein_coding
ENSG00000133392	protein_coding
ENSG00000276480	protein_coding
ENSG00000117601	protein_coding
ENSG00000168530	protein_coding
ENSG00000111245	protein_coding
ENSG00000160808	protein_coding
ENSG00000198336	protein_coding
ENSG00000215375	protein_coding
ENSG00000092841	protein_coding
ENSG00000065534	protein_coding
ENSG00000140836	protein_coding
ENSG00000166866	protein_coding
ENSG00000197879	protein_coding
ENSG00000176658	protein_coding
ENSG00000157483	protein_coding
ENSG00000197535	protein_coding
ENSG00000167306	protein_coding
ENSG00000196586	protein_coding
ENSG00000137474	protein_coding
ENSG00000169994	protein_coding
ENSG00000066933	protein_coding
ENSG00000099331	protein_coding
ENSG00000145555	protein_coding
ENSG00000034971	protein_coding
ENSG00000129152	protein_coding
ENSG00000122180	protein_coding
ENSG00000058272	protein_coding
ENSG00000077157	protein_coding
ENSG00000276876	protein_coding
ENSG00000196132	protein_coding
ENSG00000138386	protein_coding
ENSG00000166886	protein_coding
ENSG00000196531	protein_coding
ENSG00000198951	protein_coding
ENSG00000108784	protein_coding
ENSG00000123268	protein_coding
ENSG00000099783	protein_coding
ENSG00000278613	protein_coding
ENSG00000276068	protein_coding
ENSG00000249437	protein_coding
ENSG00000187109	protein_coding
ENSG00000186462	protein_coding
ENSG00000186310	protein_coding
ENSG00000205531	protein_coding
ENSG00000273562	protein_coding
ENSG00000134440	protein_coding
ENSG00000132780	protein_coding
ENSG00000162772	protein_coding
ENSG00000086548	protein_coding
ENSG00000158747	protein_coding
ENSG00000103274	protein_coding
ENSG00000104320	protein_coding
ENSG00000149294	protein_coding
ENSG00000154654	protein_coding
ENSG00000136937	protein_coding
ENSG00000116701	protein_coding
ENSG00000275990	protein_coding
ENSG00000100365	protein_coding
ENSG00000128272	protein_coding
ENSG00000158092	protein_coding
ENSG00000115053	protein_coding
ENSG00000182636	protein_coding
ENSG00000124479	protein_coding
ENSG00000125356	protein_coding
ENSG00000131495	protein_coding
ENSG00000274359	protein_coding
ENSG00000273642	protein_coding
ENSG00000276766	protein_coding
ENSG00000278365	protein_coding
ENSG00000170906	protein_coding
ENSG00000277722	protein_coding
ENSG00000275724	protein_coding
ENSG00000276061	protein_coding
ENSG00000275605	protein_coding
ENSG00000276220	protein_coding
ENSG00000189043	protein_coding
ENSG00000128609	protein_coding
ENSG00000281013	protein_coding
ENSG00000272765	protein_coding
ENSG00000273397	protein_coding
ENSG00000184983	protein_coding
ENSG00000277365	protein_coding
ENSG00000267855	protein_coding
ENSG00000119421	protein_coding
ENSG00000183091	protein_coding
ENSG00000139180	protein_coding
ENSG00000281434	protein_coding
ENSG00000130414	protein_coding
ENSG00000004779	protein_coding
ENSG00000183648	protein_coding
ENSG00000090266	protein_coding
ENSG00000119013	protein_coding
ENSG00000065518	protein_coding
ENSG00000136521	protein_coding
ENSG00000165264	protein_coding
ENSG00000099795	protein_coding
ENSG00000166136	protein_coding
ENSG00000147684	protein_coding
ENSG00000140990	protein_coding
ENSG00000109390	protein_coding
ENSG00000151366	protein_coding
ENSG00000283447	protein_coding
ENSG00000023228	protein_coding
ENSG00000138363	protein_coding
ENSG00000158864	protein_coding
ENSG00000213619	protein_coding
ENSG00000167792	protein_coding
ENSG00000164258	protein_coding
ENSG00000168653	protein_coding
ENSG00000145494	protein_coding
ENSG00000110717	protein_coding
ENSG00000178127	protein_coding
ENSG00000149311	protein_coding
ENSG00000160194	protein_coding
ENSG00000185721	protein_coding
ENSG00000069869	protein_coding
ENSG00000168385	protein_coding
ENSG00000198755	protein_coding
ENSG00000129559	protein_coding
ENSG00000111859	protein_coding
ENSG00000142599	protein_coding
ENSG00000280961	lincRNA
ENSG00000235412	lincRNA
ENSG00000228296	lincRNA
ENSG00000227439	lincRNA
ENSG00000223641	lincRNA
ENSG00000274332	protein_coding
ENSG00000277221	protein_coding
ENSG00000238083	protein_coding
ENSG00000104722	protein_coding
ENSG00000186787	protein_coding
ENSG00000133561	protein_coding
ENSG00000165383	protein_coding
ENSG00000277858	protein_coding
ENSG00000274183	protein_coding
ENSG00000274791	protein_coding
ENSG00000277150	protein_coding
ENSG00000100285	protein_coding
ENSG00000165973	protein_coding
ENSG00000277586	protein_coding
ENSG00000172238	protein_coding
ENSG00000137601	protein_coding
ENSG00000117650	protein_coding
ENSG00000136098	protein_coding
ENSG00000184613	protein_coding
ENSG00000067141	protein_coding
ENSG00000228691	protein_coding
ENSG00000234846	protein_coding
ENSG00000227129	protein_coding
ENSG00000204386	protein_coding
ENSG00000223957	protein_coding
ENSG00000227315	protein_coding
ENSG00000184494	protein_coding
ENSG00000234343	protein_coding
ENSG00000115488	protein_coding
ENSG00000177556	protein_coding
ENSG00000162992	protein_coding
ENSG00000171532	protein_coding
ENSG00000181965	protein_coding
ENSG00000196712	protein_coding
ENSG00000163399	protein_coding
ENSG00000186575	protein_coding
ENSG00000131196	protein_coding
ENSG00000101096	protein_coding
ENSG00000162599	protein_coding
ENSG00000072736	protein_coding
ENSG00000100968	protein_coding
ENSG00000123405	protein_coding
ENSG00000082641	protein_coding
ENSG00000018625	protein_coding
ENSG00000116044	protein_coding
ENSG00000147862	protein_coding
ENSG00000141905	protein_coding
ENSG00000165030	protein_coding
ENSG00000008441	protein_coding
ENSG00000105409	protein_coding
ENSG00000109320	protein_coding
ENSG00000077150	protein_coding
ENSG00000100906	protein_coding
ENSG00000282905	protein_coding
ENSG00000104825	protein_coding
ENSG00000146232	protein_coding
ENSG00000204498	protein_coding
ENSG00000206440	protein_coding
ENSG00000234530	protein_coding
ENSG00000235125	protein_coding
ENSG00000236346	protein_coding
ENSG00000236196	protein_coding
ENSG00000227565	protein_coding
ENSG00000160949	protein_coding
ENSG00000170322	protein_coding
ENSG00000086102	protein_coding
ENSG00000075673	protein_coding
ENSG00000131473	protein_coding
ENSG00000001167	protein_coding
ENSG00000120837	protein_coding
ENSG00000066136	protein_coding
ENSG00000134259	protein_coding
ENSG00000064300	protein_coding
ENSG00000171786	protein_coding
ENSG00000177551	protein_coding
ENSG00000100138	protein_coding
ENSG00000132681	protein_coding
ENSG00000188158	protein_coding
ENSG00000116962	protein_coding
ENSG00000131669	protein_coding
ENSG00000171840	protein_coding
ENSG00000158793	protein_coding
ENSG00000105374	protein_coding
ENSG00000143153	protein_coding
ENSG00000114857	protein_coding
ENSG00000125820	protein_coding
ENSG00000167034	protein_coding
ENSG00000163623	protein_coding
ENSG00000053438	protein_coding
ENSG00000197696	protein_coding
ENSG00000135577	protein_coding
ENSG00000129244	protein_coding
ENSG00000239672	protein_coding
ENSG00000243678	protein_coding
ENSG00000103024	protein_coding
ENSG00000103202	protein_coding
ENSG00000124588	protein_coding
