project	tissue	method	log2_auprc_over_prior	auROC	dataset	sample_num	median_spearman	counts_sample_sums_median	counts_sample_sums_variance
SRP012682	adipose_tissue	UQ_CLR	0.5430978291734296	0.60046701936653335	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	UQ_CLR	0.4491526964918148	0.5827229411606822	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	UQ_CLR	0.20533240888511217	0.5545060503404784	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	UQ_CLR	0.4643208708918777	0.5923751356449429	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	UQ_CLR	0.552854286663388	0.5908327419660964	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	UQ_CLR	0.30640273971029597	0.5774542839512833	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	UQ_CLR	0.47731084782260486	0.5835685985730379	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	UQ_CLR	0.49540480792147407	0.5885880315968279	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	UQ_CLR	0.20462752074522492	0.550526765943232	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	UQ_CLR	0.47319301479802833	0.5768733287331997	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	UQ_CLR	0.44422555318352197	0.5726069993652345	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	UQ_CLR	0.24236196089033588	0.5690945340338658	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	UQ_CLR	0.4988563060191199	0.5961846799355044	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	UQ_CLR	0.46943214770263625	0.5884242528518371	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	UQ_CLR	0.557459494485612	0.5998529057505948	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	UQ_CLR	0.4768401421757273	0.5958087349599737	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	UQ_CLR	0.5544031102795328	0.6018111460762157	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	UQ_CLR	0.4785852984214305	0.5936808745705093	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	UQ_CLR	0.49636220681092913	0.5918592168222858	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	UQ_CLR	0.560602441151594	0.5982219689121848	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	UQ_CLR	0.5083980697117488	0.5921398595091887	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	UQ_CLR	0.4763450985397771	0.5870126045847428	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	UQ_CLR	0.5011670253038206	0.5829719099256181	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	UQ_CLR	0.40986376008965614	0.5715976943829446	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	UQ_CLR	0.41464567290731263	0.5655052329825594	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	UQ_CLR	0.5543690851608019	0.5934037243582679	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	UQ_CLR	0.5329805505876878	0.5801951120993181	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	UQ_CLR	0.27605708817200364	0.5646769810132355	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	UQ_CLR	0.5235930267467875	0.5931016905119577	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	UQ_CLR	0.45557586747326806	0.575555631595762	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	UQ_CLR	0.44579398737553594	0.572223973751079	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	CPM_CLR	0.4270551556333403	0.5585667489440311	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	CPM_CLR	0.3938192586379998	0.5578134346665138	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	CPM_CLR	0.06558714477506322	0.5208148318606618	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	CPM_CLR	0.4299035763703696	0.5759031477791723	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	CPM_CLR	0.409497822420742	0.5514178009279931	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	CPM_CLR	0.23376170575441654	0.5350585826099632	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_CLR	0.4705573958127601	0.574080157392018	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_CLR	0.3468147595572878	0.5492740606091502	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_CLR	0.11671526356691933	0.5218854488671241	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_CLR	0.35509275421544884	0.5544090150215197	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	CPM_CLR	0.32409982536604615	0.5474607334840584	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	CPM_CLR	0.19278021196785552	0.5339213159300016	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_CLR	0.48613723571824663	0.596447343789805	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_CLR	0.46749458174747766	0.5897835447253783	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_CLR	0.499140713763317	0.5916321804788822	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_CLR	0.3927565398169795	0.5558716013306366	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_CLR	0.5039428662498071	0.596128206537287	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_CLR	0.3288117402208792	0.5468454154674873	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_CLR	0.34936730367539987	0.5569125875140344	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_CLR	0.49887943284419767	0.5979340915851026	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	CPM_CLR	0.38106552379098974	0.5593484870446446	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	CPM_CLR	0.3743996446897271	0.5520386146654346	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	CPM_CLR	0.37259160220557264	0.5696178230873556	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	CPM_CLR	0.2989129478894176	0.5394297948432722	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	CPM_CLR	0.31066852102621384	0.5605502627349779	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	CPM_CLR	0.4528047245534179	0.5627349753581257	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	CPM_CLR	0.3940114502922568	0.584295984430355	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	CPM_CLR	0.24566299257084134	0.5425580270111823	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	CPM_CLR	0.40648624280620754	0.5537691810427532	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	CPM_CLR	0.33209419350490327	0.5445588731404314	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	CPM_CLR	0.27437506792563143	0.5374157149999519	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	CPM_quantile_CLR	0.37309159866826275	0.5494369735229157	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	CPM_quantile_CLR	0.3377796345383645	0.545115056700979	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	CPM_quantile_CLR	0.08611122117751771	0.5218892959705954	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	CPM_quantile_CLR	0.35882361422186876	0.5592294969669638	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	CPM_quantile_CLR	0.39957168749304633	0.551042150970261	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	CPM_quantile_CLR	0.20998590855121804	0.5257903515966973	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	CPM_quantile_CLR	0.34971401182463197	0.5541830532702079	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	CPM_quantile_CLR	0.29835839665756647	0.5413163267303389	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	CPM_quantile_CLR	0.10773759374222402	0.5223349327029609	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	CPM_quantile_CLR	0.30823456093138796	0.5440532795305444	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	CPM_quantile_CLR	0.29352090637148703	0.5410009093893677	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	CPM_quantile_CLR	0.11572536628609063	0.5304822843704642	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	CPM_quantile_CLR	0.35436520192603493	0.5529726618296991	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	CPM_quantile_CLR	0.3309326828977248	0.5504582287981066	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	CPM_quantile_CLR	0.4314116074846841	0.5648708580133643	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	CPM_quantile_CLR	0.3399234529016739	0.5483931112703431	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	CPM_quantile_CLR	0.41511072087618334	0.5640659376285839	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	CPM_quantile_CLR	0.29807776001708386	0.5428081945037775	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	CPM_quantile_CLR	0.3226452511712938	0.5533032730086234	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	CPM_quantile_CLR	0.40909005082343236	0.5592847113211974	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	CPM_quantile_CLR	0.341115851858784	0.5523819505137908	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	CPM_quantile_CLR	0.30843039918359993	0.5428498214569117	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	CPM_quantile_CLR	0.30247418514510027	0.5429858611055352	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	CPM_quantile_CLR	0.2642876299054565	0.5359546826457517	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	CPM_quantile_CLR	0.29150883744601397	0.543120429584178	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	CPM_quantile_CLR	0.4084595188146311	0.556659822439542	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	CPM_quantile_CLR	0.3464584203262028	0.5457591174381378	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	CPM_quantile_CLR	0.18536710177929042	0.5468023716584867	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	CPM_quantile_CLR	0.38108060240229424	0.5468844575952971	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	CPM_quantile_CLR	0.2971722665810665	0.5409087175125933	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	CPM_quantile_CLR	0.28899154074071376	0.5385175156147852	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	RPKM_CLR	0.42096318398886234	0.5585797378689676	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	RPKM_CLR	0.3958021115256095	0.5586196483836829	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	RPKM_CLR	0.06429788207277537	0.5205401510620504	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	RPKM_CLR	0.4363328927264205	0.5784610046257512	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	RPKM_CLR	0.40454836499783253	0.5516839010970216	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	RPKM_CLR	0.2327888024538505	0.5353482612113112	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	RPKM_CLR	0.472197914567683	0.5751308110889113	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	RPKM_CLR	0.3465608905011537	0.5497148712656781	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	RPKM_CLR	0.11901670943911145	0.5224309442896811	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	RPKM_CLR	0.359296305395799	0.5551419734911178	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	RPKM_CLR	0.3326392855903426	0.5483593269545963	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	RPKM_CLR	0.19225606403621728	0.5340840430567368	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	RPKM_CLR	0.4919452792957331	0.5976431104536459	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	RPKM_CLR	0.48031738721830547	0.5910480309989907	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	RPKM_CLR	0.4929687782031575	0.5918128165849339	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	RPKM_CLR	0.40393291448038837	0.5569936804722602	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	RPKM_CLR	0.5014407006254411	0.596249621109564	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	RPKM_CLR	0.3213881431181632	0.5470446140193417	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	RPKM_CLR	0.34216691003544497	0.5570516614925509	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	RPKM_CLR	0.4922623791815234	0.598229041534978	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	RPKM_CLR	0.3764602533630247	0.560067649938901	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	RPKM_CLR	0.36496406076580296	0.5525973100197916	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	RPKM_CLR	0.3722562607822415	0.5706759614749899	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	RPKM_CLR	0.29855415480716513	0.5397536130294611	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	RPKM_CLR	0.3092883679480264	0.5612065434634133	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	RPKM_CLR	0.4489494085790996	0.5633245686958617	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	RPKM_CLR	0.4048989222176812	0.5849780463840943	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	RPKM_CLR	0.2493593350022982	0.544077960175855	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	RPKM_CLR	0.4015519511650812	0.553502832041886	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	RPKM_CLR	0.32299485420528345	0.5445053278822343	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	RPKM_CLR	0.27699018895125294	0.5382958000272993	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	RPKM_quantile_CLR	0.3607282722107512	0.5490291862711274	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	RPKM_quantile_CLR	0.32254061812549667	0.5437405562061031	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	RPKM_quantile_CLR	0.08336616798282406	0.5207682310146993	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	RPKM_quantile_CLR	0.3690598202104767	0.5617136711657622	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	RPKM_quantile_CLR	0.38450740057204447	0.5476393244089195	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	RPKM_quantile_CLR	0.19443534564645232	0.5248155812732875	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	RPKM_quantile_CLR	0.32793531175072443	0.549649433859031	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	RPKM_quantile_CLR	0.2861300498683942	0.5404907234687926	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	RPKM_quantile_CLR	0.09152810879846554	0.5213105711413846	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	RPKM_quantile_CLR	0.2772939378090539	0.5444795619273464	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	RPKM_quantile_CLR	0.2776830121995356	0.5388655409528837	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	RPKM_quantile_CLR	0.10620961558889724	0.5305095489115956	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	RPKM_quantile_CLR	0.3511176887260149	0.5530042004420466	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	RPKM_quantile_CLR	0.308836511943439	0.5494166720377507	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	RPKM_quantile_CLR	0.4099213854922399	0.5617162904654833	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	RPKM_quantile_CLR	0.3426307266987664	0.5492412200783292	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	RPKM_quantile_CLR	0.410190627178807	0.5630096543127365	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	RPKM_quantile_CLR	0.27399557471284375	0.5398514487483226	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	RPKM_quantile_CLR	0.312491881894763	0.5523930965491672	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	RPKM_quantile_CLR	0.39922942136867773	0.5582986774975325	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	RPKM_quantile_CLR	0.3144028143228015	0.5495126757928119	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	RPKM_quantile_CLR	0.28715833103399735	0.5424732350584236	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	RPKM_quantile_CLR	0.288767188537259	0.541577818285532	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	RPKM_quantile_CLR	0.24846309724341947	0.5338670967644248	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	RPKM_quantile_CLR	0.26488090520995256	0.5409307602117224	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	RPKM_quantile_CLR	0.38845079320984255	0.5547416011600035	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	RPKM_quantile_CLR	0.3355420341944891	0.5455354827554402	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	RPKM_quantile_CLR	0.2016617353913201	0.5545375775254797	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	RPKM_quantile_CLR	0.3675102500270809	0.5445300445367138	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	RPKM_quantile_CLR	0.2765256567174613	0.5392369173473526	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	RPKM_quantile_CLR	0.262769389124191	0.5351461847285464	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	TPM_CLR	0.48134583982728674	0.5791583520394852	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	TPM_CLR	0.431586257058793	0.5767567688558302	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	TPM_CLR	0.096302399222486	0.5268024311590125	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	TPM_CLR	0.45898227778514034	0.5838382565543725	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	TPM_CLR	0.4498006141775871	0.5634120455515585	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	TPM_CLR	0.2680673974114271	0.553756643061206	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
SRP012682	brain	TPM_CLR	0.498968389323265	0.5831233537564913	SRP012682_brain	1409	0.7523762664025219	19802864	46066048954458.94
SRP012682	breast	TPM_CLR	0.3874482400245406	0.5632916265049062	SRP012682_breast	218	0.8302414835111974	18610044.5	18879247457177.68
SRP012682	cervix_uteri	TPM_CLR	0.1026599313652941	0.5261238465072893	SRP012682_cervix_uteri	11	0.8542408684699819	16674331	5000055391623.473
SRP012682	colon	TPM_CLR	0.3394923075830452	0.5714369172806073	SRP012682_colon	376	0.8005994571042859	18372514	19519544599157.188
SRP012682	esophagus	TPM_CLR	0.36800520077587906	0.5602793687912708	SRP012682_esophagus	788	0.7675823718289441	18480702.5	33145227246645.367
SRP012682	fallopian_tube	TPM_CLR	0.1999675208994812	0.5363654573070562	SRP012682_fallopian_tube	7	0.8610602932806956	15715064	23996813030299.906
SRP012682	heart	TPM_CLR	0.5012969910609709	0.6047812636406888	SRP012682_heart	489	0.8295588197843352	20975683	39369470293725.52
SRP012682	kidney	TPM_CLR	0.4854076830943375	0.5950575127785669	SRP012682_kidney	36	0.7985829147013058	20364143.5	22272752539960.25
SRP012682	liver	TPM_CLR	0.5140692711280221	0.6080378183874018	SRP012682_liver	136	0.8611651199044741	18997677	43479116110667.48
SRP012682	lung	TPM_CLR	0.45324598275145883	0.578572056878329	SRP012682_lung	374	0.8357935494798248	18762175	43149889822933.25
SRP012682	muscle	TPM_CLR	0.5327047530012229	0.6079372500398676	SRP012682_muscle	475	0.8758770579357273	21197643	41509031431766.15
SRP012682	nerve	TPM_CLR	0.3682360842106516	0.5576844002612233	SRP012682_nerve	335	0.8983040598566469	18058485	30490143371729.26
SRP012682	ovary	TPM_CLR	0.37847728689475824	0.5660986123393741	SRP012682_ovary	108	0.8929019389320334	17499807.5	16778882363032.21
SRP012682	pancreas	TPM_CLR	0.5014192998063702	0.6019956643353908	SRP012682_pancreas	197	0.9071555030828208	18877747	25331676437836.96
SRP012682	pituitary	TPM_CLR	0.43336739604166613	0.5761521013751008	SRP012682_pituitary	124	0.8847276308833996	17752415.5	17520465346450.992
SRP012682	prostate	TPM_CLR	0.42843821553327904	0.5781043724377923	SRP012682_prostate	119	0.8348637170990683	17531341	19232108739791.59
SRP012682	salivary_gland	TPM_CLR	0.39331392506014656	0.5791623142436038	SRP012682_salivary_gland	70	0.840206092880244	18360564	14433063078048.781
SRP012682	skin	TPM_CLR	0.34732422300967036	0.5528434277944143	SRP012682_skin	972	0.8240569875401347	18298834	27032090903840.29
SRP012682	small_intestine	TPM_CLR	0.3490138319670507	0.5785500940278325	SRP012682_small_intestine	104	0.776948424667578	18834977	14013718866596.008
SRP012682	spleen	TPM_CLR	0.5103189510354151	0.5820188179213801	SRP012682_spleen	118	0.9159208419930962	17334780.5	14346446068866.951
SRP012682	stomach	TPM_CLR	0.3999625821460215	0.5907465851300913	SRP012682_stomach	203	0.8198299137803764	18289270	17003626657448.738
SRP012682	testis	TPM_CLR	0.2660373816934727	0.5495043933801753	SRP012682_testis	203	0.8975121198521843	17713495	28511044450967.555
SRP012682	thyroid	TPM_CLR	0.4654557993258632	0.574427269586522	SRP012682_thyroid	361	0.8803299354597345	18085485	34659609336165.54
SRP012682	uterus	TPM_CLR	0.342018155255863	0.5501771712551999	SRP012682_uterus	90	0.8770981722633059	18869898.5	15946606709973.91
SRP012682	vagina	TPM_CLR	0.2672304705563569	0.5481911532910999	SRP012682_vagina	97	0.8169675261454857	16892044	18566935313697.44
SRP012682	adipose_tissue	TPM_quantile_CLR	0.36482666101443073	0.5489260885142357	SRP012682_adipose_tissue	620	0.8506274146438043	18923694	30066501410326.83
SRP012682	adrenal_gland	TPM_quantile_CLR	0.323969252119101	0.5436118843595068	SRP012682_adrenal_gland	159	0.9045109224029559	19522180	23481551609864.31
SRP012682	bladder	TPM_quantile_CLR	0.0843402257643238	0.5208911564368464	SRP012682_bladder	11	0.8774278302670073	16528010	7730794256511.091
SRP012682	blood	TPM_quantile_CLR	0.3711113361100724	0.5619698826399144	SRP012682_blood	595	0.8210499606496351	21664752	47563257529617
SRP012682	blood_vessel	TPM_quantile_CLR	0.387613399331235	0.54711440894107	SRP012682_blood_vessel	750	0.8634456651812191	18951804.5	38754164151495.93
SRP012682	bone_marrow	TPM_quantile_CLR	0.19415545059561926	0.5246938770183078	SRP012682_bone_marrow	102	0.9928019473064187	21093744.5	42049900457199.79
