project	sample	run	sharq_beta_tissue
SRP009316	SRS281408	SRR387447	tonsil
SRP009316	SRS281409	SRR387448	tonsil
SRP009373	SRS271082	SRR364679	blood
SRP009373	SRS271082	SRR384963	blood
SRP009373	SRS271083	SRR364680	blood
SRP009373	SRS271083	SRR384964	blood
SRP009373	SRS271084	SRR364681	blood
SRP009373	SRS271084	SRR384965	blood
SRP009408	SRS280664	SRR372611	lung
SRP009408	SRS280665	SRR372612	lung
SRP009408	SRS280666	SRR372613	lung
SRP009408	SRS280667	SRR372614	lung
SRP009408	SRS280668	SRR372615	lung
SRP009408	SRS280669	SRR372616	lung
SRP009408	SRS280670	SRR372617	lung
SRP009408	SRS280671	SRR372618	lung
SRP009408	SRS280672	SRR372619	lung
SRP009408	SRS280673	SRR372620	lung
SRP009408	SRS280674	SRR372621	lung
SRP009408	SRS280675	SRR372622	lung
SRP009408	SRS280676	SRR372623	lung
SRP009408	SRS280677	SRR372624	lung
SRP009408	SRS280678	SRR372625	lung
SRP009408	SRS280679	SRR372626	lung
SRP009408	SRS280680	SRR372627	lung
SRP009408	SRS280681	SRR372628	lung
SRP009408	SRS280682	SRR372629	lung
SRP009408	SRS280683	SRR372630	lung
SRP009408	SRS280684	SRR372631	lung
SRP009408	SRS280685	SRR372632	lung
SRP009408	SRS280686	SRR372633	lung
SRP009408	SRS280687	SRR372634	lung
SRP009408	SRS280688	SRR372635	lung
SRP009408	SRS280689	SRR372636	lung
SRP009408	SRS280690	SRR372637	lung
SRP009408	SRS280691	SRR372638	lung
SRP009408	SRS280692	SRR372639	lung
SRP009408	SRS280693	SRR372640	lung
SRP009408	SRS280694	SRR372641	lung
SRP009408	SRS280695	SRR372642	lung
SRP009408	SRS280696	SRR372643	lung
SRP009408	SRS280697	SRR372644	lung
SRP009408	SRS280698	SRR372645	lung
SRP009408	SRS280699	SRR372646	lung
SRP009408	SRS280700	SRR372647	lung
SRP009408	SRS280701	SRR372648	lung
SRP009408	SRS280702	SRR372649	lung
SRP009408	SRS280703	SRR372650	lung
SRP009408	SRS280704	SRR372651	lung
SRP009408	SRS280705	SRR372652	lung
SRP009408	SRS280706	SRR372653	lung
SRP009408	SRS280707	SRR372654	lung
SRP009408	SRS280708	SRR372655	lung
SRP009408	SRS280709	SRR372656	lung
SRP009408	SRS280710	SRR372657	lung
SRP009408	SRS280711	SRR372658	lung
SRP009408	SRS280712	SRR372659	lung
SRP009408	SRS280713	SRR372660	lung
SRP009408	SRS280714	SRR372661	lung
SRP009408	SRS280715	SRR372662	lung
SRP009408	SRS280716	SRR372663	lung
SRP009408	SRS280717	SRR372664	lung
SRP009408	SRS280718	SRR372665	lung
SRP009408	SRS280719	SRR372666	lung
SRP009408	SRS280720	SRR372667	lung
SRP009408	SRS280721	SRR372668	lung
SRP009408	SRS280722	SRR372669	lung
SRP009408	SRS280723	SRR372670	lung
SRP009408	SRS280724	SRR372671	lung
SRP009408	SRS280725	SRR372672	lung
SRP009615	SRS281685	SRR387777	blood
SRP009615	SRS281686	SRR387778	blood
SRP009615	SRS281687	SRR387779	blood
SRP009615	SRS281688	SRR387780	blood
SRP009615	SRS282369	SRR389077	blood
SRP009615	SRS282370	SRR389078	blood
SRP009615	SRS282371	SRR389079	blood
SRP009615	SRS282372	SRR389080	blood
SRP009615	SRS282373	SRR389081	blood
SRP009615	SRS282374	SRR389082	blood
SRP009615	SRS282375	SRR389083	blood
SRP009615	SRS282376	SRR389084	blood
SRP009840	SRS282464	SRR389816	bone
SRP009840	SRS282465	SRR391078	bone
SRP009840	SRS282470	SRR393824	bone
SRP009840	SRS282471	SRR393825	bone
SRP009840	SRS282472	SRR393828	bone
SRP009840	SRS282473	SRR393829	bone
SRP009840	SRS282474	SRR393830	bone
SRP009840	SRS282475	SRR393831	bone
SRP009840	SRS282476	SRR393832	bone
SRP009840	SRS282482	SRR393834	bone
SRP009840	SRS282483	SRR393835	bone
SRP009862	SRS282682	SRR390477	skin
SRP009862	SRS282682	SRR390478	skin
SRP009862	SRS282686	SRR390484	blood
SRP009862	SRS282687	SRR390485	blood
SRP009862	SRS282688	SRR390486	liver
SRP009862	SRS282688	SRR390487	liver
SRP009862	SRS282689	SRR390488	liver
SRP009862	SRS282689	SRR390489	liver
SRP009862	SRS282692	SRR390492	blood
SRP009862	SRS282692	SRR390493	blood
SRP009862	SRS282693	SRR390494	blood
SRP009862	SRS282693	SRR390495	blood
SRP009862	SRS282693	SRR390496	blood
SRP009862	SRS282694	SRR390497	blood
SRP009862	SRS282695	SRR390498	blood
SRP009862	SRS282697	SRR390501	liver
SRP009862	SRS282697	SRR390502	liver
SRP009862	SRS282698	SRR390503	liver
SRP009862	SRS282699	SRR390504	liver
SRP009862	SRS282700	SRR390505	skin
SRP009862	SRS282701	SRR390506	skin
SRP009862	SRS282702	SRR390507	blood
SRP009862	SRS282702	SRR390508	blood
SRP009862	SRS282702	SRR390509	blood
SRP009862	SRS282702	SRR390510	blood
SRP009862	SRS282703	SRR390512	blood
SRP009862	SRS282703	SRR390513	blood
SRP009862	SRS282703	SRR390514	blood
SRP009862	SRS282705	SRR390516	liver
SRP009862	SRS282706	SRR390517	blood
SRP009862	SRS282708	SRR390519	blood
SRP009862	SRS282715	SRR390529	skin
SRP009862	SRS282719	SRR390536	blood
SRP009862	SRS282719	SRR390537	blood
SRP009862	SRS282720	SRR390538	skin
SRP009862	SRS282720	SRR390539	skin
SRP009862	SRS282721	SRR390540	skin
SRP009862	SRS282721	SRR390541	skin
SRP009862	SRS282722	SRR390542	blood
SRP009862	SRS282722	SRR390543	blood
SRP009862	SRS282722	SRR390544	blood
SRP009862	SRS282722	SRR390545	blood
SRP010041	SRS284306	SRR393010	lung
SRP010041	SRS284306	SRR393011	lung
SRP010041	SRS284306	SRR393012	lung
SRP010041	SRS284306	SRR393013	lung
SRP010041	SRS284306	SRR393014	lung
SRP010041	SRS284306	SRR393015	lung
SRP010181	SRS285124	SRR396888	intestine
SRP010181	SRS285124	SRR396960	intestine
SRP010181	SRS285124	SRR397032	intestine
SRP010181	SRS285124	SRR397104	intestine
SRP010181	SRS285125	SRR396889	intestine
SRP010181	SRS285125	SRR396961	intestine
SRP010181	SRS285125	SRR397033	intestine
SRP010181	SRS285125	SRR397105	intestine
SRP010181	SRS285126	SRR396890	intestine
SRP010181	SRS285126	SRR396962	intestine
SRP010181	SRS285126	SRR397034	intestine
SRP010181	SRS285126	SRR397106	intestine
SRP010181	SRS285127	SRR396891	intestine
SRP010181	SRS285127	SRR396963	intestine
SRP010181	SRS285127	SRR397035	intestine
SRP010181	SRS285127	SRR397107	intestine
SRP010181	SRS285128	SRR396892	intestine
SRP010181	SRS285128	SRR396964	intestine
SRP010181	SRS285128	SRR397036	intestine
SRP010181	SRS285128	SRR397108	intestine
SRP010181	SRS285130	SRR396894	intestine
SRP010181	SRS285130	SRR396966	intestine
SRP010181	SRS285130	SRR397038	intestine
SRP010181	SRS285130	SRR397110	intestine
SRP010181	SRS285131	SRR396895	intestine
SRP010181	SRS285131	SRR396967	intestine
SRP010181	SRS285131	SRR397039	intestine
SRP010181	SRS285131	SRR397111	intestine
SRP010181	SRS285132	SRR396896	intestine
SRP010181	SRS285132	SRR396968	intestine
SRP010181	SRS285132	SRR397040	intestine
SRP010181	SRS285132	SRR397112	intestine
SRP010181	SRS285133	SRR396897	intestine
SRP010181	SRS285133	SRR396969	intestine
SRP010181	SRS285133	SRR397041	intestine
SRP010181	SRS285133	SRR397113	intestine
SRP010181	SRS285134	SRR396898	intestine
SRP010181	SRS285134	SRR396970	intestine
SRP010181	SRS285134	SRR397042	intestine
SRP010181	SRS285134	SRR397114	intestine
SRP010181	SRS285135	SRR396899	intestine
SRP010181	SRS285135	SRR396971	intestine
SRP010181	SRS285135	SRR397043	intestine
SRP010181	SRS285135	SRR397115	intestine
SRP010181	SRS285136	SRR396900	intestine
SRP010181	SRS285136	SRR396972	intestine
SRP010181	SRS285136	SRR397044	intestine
SRP010181	SRS285136	SRR397116	intestine
SRP010181	SRS285137	SRR396901	intestine
SRP010181	SRS285137	SRR396973	intestine
SRP010181	SRS285137	SRR397045	intestine
SRP010181	SRS285137	SRR397117	intestine
SRP010181	SRS285138	SRR396902	intestine
SRP010181	SRS285138	SRR396974	intestine
SRP010181	SRS285138	SRR397046	intestine
SRP010181	SRS285138	SRR397118	intestine
SRP010181	SRS285139	SRR396903	intestine
SRP010181	SRS285139	SRR396975	intestine
SRP010181	SRS285139	SRR397047	intestine
SRP010181	SRS285139	SRR397119	intestine
SRP010181	SRS285140	SRR396904	intestine
SRP010181	SRS285140	SRR396976	intestine
SRP010181	SRS285140	SRR397048	intestine
SRP010181	SRS285140	SRR397120	intestine
SRP010181	SRS285141	SRR396905	intestine
SRP010181	SRS285141	SRR396977	intestine
SRP010181	SRS285141	SRR397049	intestine
SRP010181	SRS285141	SRR397121	intestine
SRP010181	SRS285142	SRR396906	intestine
SRP010181	SRS285142	SRR396978	intestine
SRP010181	SRS285142	SRR397050	intestine
SRP010181	SRS285142	SRR397122	intestine
SRP010181	SRS285143	SRR396907	intestine
SRP010181	SRS285143	SRR396979	intestine
SRP010181	SRS285143	SRR397051	intestine
SRP010181	SRS285143	SRR397123	intestine
SRP010181	SRS285144	SRR396908	intestine
SRP010181	SRS285144	SRR396980	intestine
SRP010181	SRS285144	SRR397052	intestine
SRP010181	SRS285144	SRR397124	intestine
SRP010181	SRS285145	SRR396909	intestine
SRP010181	SRS285145	SRR396981	intestine
SRP010181	SRS285145	SRR397053	intestine
SRP010181	SRS285145	SRR397125	intestine
SRP010181	SRS285146	SRR396910	intestine
SRP010181	SRS285146	SRR396982	intestine
SRP010181	SRS285146	SRR397054	intestine
SRP010181	SRS285146	SRR397126	intestine
SRP010181	SRS285147	SRR396911	intestine
SRP010181	SRS285147	SRR396983	intestine
SRP010181	SRS285147	SRR397055	intestine
SRP010181	SRS285147	SRR397127	intestine
SRP010181	SRS285148	SRR396912	intestine
SRP010181	SRS285148	SRR396984	intestine
SRP010181	SRS285148	SRR397056	intestine
SRP010181	SRS285148	SRR397128	intestine
SRP010181	SRS285149	SRR396913	intestine
SRP010181	SRS285149	SRR396985	intestine
SRP010181	SRS285149	SRR397057	intestine
SRP010181	SRS285149	SRR397129	intestine
SRP010181	SRS285150	SRR396914	intestine
SRP010181	SRS285150	SRR396986	intestine
SRP010181	SRS285150	SRR397058	intestine
SRP010181	SRS285150	SRR397130	intestine
SRP010181	SRS285151	SRR396915	intestine
SRP010181	SRS285151	SRR396987	intestine
SRP010181	SRS285151	SRR397059	intestine
SRP010181	SRS285151	SRR397131	intestine
SRP010181	SRS285152	SRR396916	intestine
SRP010181	SRS285152	SRR396988	intestine
SRP010181	SRS285152	SRR397060	intestine
SRP010181	SRS285152	SRR397132	intestine
SRP010181	SRS285153	SRR396917	intestine
SRP010181	SRS285153	SRR396989	intestine
SRP010181	SRS285153	SRR397133	intestine
SRP010181	SRS285154	SRR396918	intestine
SRP010181	SRS285154	SRR396990	intestine
SRP010181	SRS285154	SRR397062	intestine
SRP010181	SRS285154	SRR397134	intestine
SRP010181	SRS285155	SRR396919	intestine
SRP010181	SRS285155	SRR396991	intestine
SRP010181	SRS285155	SRR397063	intestine
SRP010181	SRS285155	SRR397135	intestine
SRP010181	SRS285156	SRR396920	intestine
SRP010181	SRS285156	SRR396992	intestine
SRP010181	SRS285156	SRR397064	intestine
SRP010181	SRS285156	SRR397136	intestine
SRP010181	SRS285157	SRR396921	intestine
SRP010181	SRS285157	SRR396993	intestine
SRP010181	SRS285157	SRR397065	intestine
SRP010181	SRS285157	SRR397137	intestine
SRP010181	SRS285158	SRR396922	intestine
SRP010181	SRS285158	SRR396994	intestine
SRP010181	SRS285158	SRR397066	intestine
SRP010181	SRS285158	SRR397138	intestine
SRP010181	SRS285159	SRR396923	intestine
SRP010181	SRS285159	SRR396995	intestine
SRP010181	SRS285159	SRR397067	intestine
SRP010181	SRS285159	SRR397139	intestine
SRP010181	SRS285160	SRR396924	intestine
SRP010181	SRS285160	SRR396996	intestine
SRP010181	SRS285160	SRR397068	intestine
SRP010181	SRS285160	SRR397140	intestine
SRP010181	SRS285161	SRR396925	intestine
SRP010181	SRS285161	SRR396997	intestine
SRP010181	SRS285161	SRR397141	intestine
SRP010181	SRS285162	SRR396926	intestine
SRP010181	SRS285162	SRR396998	intestine
SRP010181	SRS285162	SRR397070	intestine
SRP010181	SRS285162	SRR397142	intestine
SRP010181	SRS285163	SRR396927	intestine
SRP010181	SRS285163	SRR396999	intestine
SRP010181	SRS285163	SRR397071	intestine
SRP010181	SRS285163	SRR397143	intestine
SRP010181	SRS285164	SRR396928	intestine
SRP010181	SRS285164	SRR397000	intestine
SRP010181	SRS285164	SRR397072	intestine
SRP010181	SRS285164	SRR397144	intestine
SRP010181	SRS285166	SRR396930	intestine
SRP010181	SRS285166	SRR397002	intestine
SRP010181	SRS285166	SRR397074	intestine
SRP010181	SRS285166	SRR397146	intestine
SRP010181	SRS285167	SRR396931	intestine
SRP010181	SRS285167	SRR397003	intestine
SRP010181	SRS285167	SRR397075	intestine
SRP010181	SRS285167	SRR397147	intestine
SRP010181	SRS285168	SRR396932	intestine
SRP010181	SRS285168	SRR397004	intestine
SRP010181	SRS285168	SRR397076	intestine
SRP010181	SRS285168	SRR397148	intestine
SRP010181	SRS285169	SRR396933	intestine
SRP010181	SRS285169	SRR397005	intestine
SRP010181	SRS285169	SRR397077	intestine
SRP010181	SRS285169	SRR397149	intestine
SRP010181	SRS285170	SRR396934	intestine
SRP010181	SRS285170	SRR397006	intestine
SRP010181	SRS285170	SRR397078	intestine
SRP010181	SRS285170	SRR397150	intestine
SRP010181	SRS285171	SRR396935	intestine
SRP010181	SRS285171	SRR397007	intestine
SRP010181	SRS285171	SRR397079	intestine
SRP010181	SRS285171	SRR397151	intestine
SRP010181	SRS285172	SRR396936	intestine
SRP010181	SRS285172	SRR397008	intestine
SRP010181	SRS285172	SRR397080	intestine
SRP010181	SRS285172	SRR397152	intestine
SRP010181	SRS285173	SRR396937	intestine
SRP010181	SRS285173	SRR397081	intestine
SRP010181	SRS285173	SRR397153	intestine
SRP010181	SRS285174	SRR396938	intestine
SRP010181	SRS285174	SRR397010	intestine
SRP010181	SRS285174	SRR397082	intestine
SRP010181	SRS285174	SRR397154	intestine
SRP010181	SRS285175	SRR396939	intestine
SRP010181	SRS285175	SRR397011	intestine
SRP010181	SRS285175	SRR397083	intestine
SRP010181	SRS285175	SRR397155	intestine
SRP010181	SRS285176	SRR396940	intestine
SRP010181	SRS285176	SRR397012	intestine
SRP010181	SRS285176	SRR397084	intestine
SRP010181	SRS285176	SRR397156	intestine
SRP010181	SRS285177	SRR396941	intestine
SRP010181	SRS285177	SRR397013	intestine
SRP010181	SRS285177	SRR397085	intestine
SRP010181	SRS285177	SRR397157	intestine
SRP010181	SRS285178	SRR396942	intestine
SRP010181	SRS285178	SRR397014	intestine
SRP010181	SRS285178	SRR397086	intestine
SRP010181	SRS285178	SRR397158	intestine
SRP010181	SRS285179	SRR396943	intestine
SRP010181	SRS285179	SRR397015	intestine
SRP010181	SRS285179	SRR397087	intestine
SRP010181	SRS285179	SRR397159	intestine
SRP010181	SRS285180	SRR396944	intestine
SRP010181	SRS285180	SRR397016	intestine
SRP010181	SRS285180	SRR397088	intestine
SRP010181	SRS285180	SRR397160	intestine
SRP010181	SRS285181	SRR396945	intestine
SRP010181	SRS285181	SRR397017	intestine
SRP010181	SRS285181	SRR397089	intestine
SRP010181	SRS285181	SRR397161	intestine
SRP010181	SRS285182	SRR396946	intestine
SRP010181	SRS285182	SRR397018	intestine
SRP010181	SRS285182	SRR397090	intestine
SRP010181	SRS285182	SRR397162	intestine
SRP010181	SRS285183	SRR396947	intestine
SRP010181	SRS285183	SRR397019	intestine
SRP010181	SRS285183	SRR397091	intestine
SRP010181	SRS285183	SRR397163	intestine
SRP010181	SRS285184	SRR396948	intestine
SRP010181	SRS285184	SRR397020	intestine
SRP010181	SRS285184	SRR397092	intestine
SRP010181	SRS285184	SRR397164	intestine
SRP010181	SRS285185	SRR396949	intestine
SRP010181	SRS285185	SRR397021	intestine
SRP010181	SRS285185	SRR397093	intestine
SRP010181	SRS285185	SRR397165	intestine
SRP010181	SRS285186	SRR396950	intestine
SRP010181	SRS285186	SRR397022	intestine
SRP010181	SRS285186	SRR397094	intestine
SRP010181	SRS285186	SRR397166	intestine
SRP010181	SRS285187	SRR396951	intestine
SRP010181	SRS285187	SRR397023	intestine
SRP010181	SRS285187	SRR397095	intestine
SRP010181	SRS285187	SRR397167	intestine
SRP010181	SRS285188	SRR396952	intestine
SRP010181	SRS285188	SRR397024	intestine
SRP010181	SRS285188	SRR397096	intestine
SRP010181	SRS285188	SRR397168	intestine
SRP010181	SRS285189	SRR396953	intestine
SRP010181	SRS285189	SRR397025	intestine
SRP010181	SRS285189	SRR397097	intestine
SRP010181	SRS285189	SRR397169	intestine
SRP010181	SRS285190	SRR396954	intestine
SRP010181	SRS285190	SRR397026	intestine
SRP010181	SRS285190	SRR397098	intestine
SRP010181	SRS285190	SRR397170	intestine
SRP010181	SRS285191	SRR396955	intestine
SRP010181	SRS285191	SRR397027	intestine
SRP010181	SRS285191	SRR397099	intestine
SRP010181	SRS285191	SRR397171	intestine
SRP010181	SRS285192	SRR396956	intestine
SRP010181	SRS285192	SRR397028	intestine
SRP010181	SRS285192	SRR397100	intestine
SRP010181	SRS285192	SRR397172	intestine
SRP010181	SRS285193	SRR396957	intestine
SRP010181	SRS285193	SRR397029	intestine
SRP010181	SRS285193	SRR397101	intestine
SRP010181	SRS285193	SRR397173	intestine
SRP010181	SRS285194	SRR396958	intestine
SRP010181	SRS285194	SRR397030	intestine
SRP010181	SRS285194	SRR397102	intestine
SRP010181	SRS285194	SRR397174	intestine
SRP010181	SRS285195	SRR396959	intestine
SRP010181	SRS285195	SRR397031	intestine
SRP010181	SRS285195	SRR397103	intestine
SRP010181	SRS285195	SRR397175	intestine
SRP010181	SRS285196	SRR397176	intestine
SRP010181	SRS285196	SRR397236	intestine
SRP010181	SRS285196	SRR397296	intestine
SRP010181	SRS285196	SRR397356	intestine
SRP010181	SRS285197	SRR397177	intestine
SRP010181	SRS285197	SRR397237	intestine
SRP010181	SRS285197	SRR397297	intestine
SRP010181	SRS285197	SRR397357	intestine
SRP010181	SRS285198	SRR397178	intestine
SRP010181	SRS285198	SRR397238	intestine
SRP010181	SRS285198	SRR397298	intestine
SRP010181	SRS285198	SRR397358	intestine
SRP010181	SRS285199	SRR397179	intestine
SRP010181	SRS285199	SRR397239	intestine
SRP010181	SRS285199	SRR397299	intestine
SRP010181	SRS285199	SRR397359	intestine
SRP010181	SRS285200	SRR397180	intestine
SRP010181	SRS285200	SRR397240	intestine
SRP010181	SRS285200	SRR397300	intestine
SRP010181	SRS285200	SRR397360	intestine
SRP010181	SRS285201	SRR397181	intestine
SRP010181	SRS285201	SRR397241	intestine
SRP010181	SRS285201	SRR397301	intestine
SRP010181	SRS285201	SRR397361	intestine
SRP010181	SRS285202	SRR397182	intestine
SRP010181	SRS285202	SRR397242	intestine
SRP010181	SRS285202	SRR397302	intestine
SRP010181	SRS285202	SRR397362	intestine
SRP010181	SRS285203	SRR397183	intestine
SRP010181	SRS285203	SRR397243	intestine
SRP010181	SRS285203	SRR397303	intestine
SRP010181	SRS285203	SRR397363	intestine
SRP010181	SRS285204	SRR397184	intestine
SRP010181	SRS285204	SRR397244	intestine
SRP010181	SRS285204	SRR397304	intestine
SRP010181	SRS285204	SRR397364	intestine
SRP010181	SRS285205	SRR397185	intestine
SRP010181	SRS285205	SRR397245	intestine
SRP010181	SRS285205	SRR397305	intestine
SRP010181	SRS285205	SRR397365	intestine
SRP010181	SRS285206	SRR397186	intestine
SRP010181	SRS285206	SRR397246	intestine
SRP010181	SRS285206	SRR397306	intestine
SRP010181	SRS285206	SRR397366	intestine
SRP010181	SRS285207	SRR397187	intestine
SRP010181	SRS285207	SRR397247	intestine
SRP010181	SRS285207	SRR397307	intestine
SRP010181	SRS285207	SRR397367	intestine
SRP010181	SRS285208	SRR397188	intestine
SRP010181	SRS285208	SRR397248	intestine
SRP010181	SRS285208	SRR397308	intestine
SRP010181	SRS285208	SRR397368	intestine
SRP010181	SRS285209	SRR397189	intestine
SRP010181	SRS285209	SRR397249	intestine
SRP010181	SRS285209	SRR397309	intestine
SRP010181	SRS285209	SRR397369	intestine
SRP010181	SRS285210	SRR397190	intestine
SRP010181	SRS285210	SRR397250	intestine
SRP010181	SRS285210	SRR397310	intestine
SRP010181	SRS285210	SRR397370	intestine
SRP010181	SRS285211	SRR397191	intestine
SRP010181	SRS285211	SRR397251	intestine
SRP010181	SRS285211	SRR397311	intestine
SRP010181	SRS285211	SRR397371	intestine
SRP010181	SRS285212	SRR397192	intestine
SRP010181	SRS285212	SRR397252	intestine
SRP010181	SRS285212	SRR397312	intestine
SRP010181	SRS285212	SRR397372	intestine
SRP010181	SRS285213	SRR397193	intestine
SRP010181	SRS285213	SRR397253	intestine
SRP010181	SRS285213	SRR397313	intestine
SRP010181	SRS285213	SRR397373	intestine
SRP010181	SRS285214	SRR397254	intestine
SRP010181	SRS285214	SRR397314	intestine
SRP010181	SRS285214	SRR397374	intestine
SRP010181	SRS285215	SRR397195	intestine
SRP010181	SRS285215	SRR397255	intestine
SRP010181	SRS285215	SRR397315	intestine
SRP010181	SRS285215	SRR397375	intestine
SRP010181	SRS285216	SRR397196	intestine
SRP010181	SRS285216	SRR397256	intestine
SRP010181	SRS285216	SRR397316	intestine
SRP010181	SRS285216	SRR397376	intestine
SRP010181	SRS285217	SRR397197	intestine
SRP010181	SRS285217	SRR397257	intestine
SRP010181	SRS285217	SRR397317	intestine
SRP010181	SRS285217	SRR397377	intestine
SRP010181	SRS285218	SRR397198	intestine
SRP010181	SRS285218	SRR397258	intestine
SRP010181	SRS285218	SRR397318	intestine
SRP010181	SRS285218	SRR397378	intestine
SRP010181	SRS285219	SRR397199	intestine
SRP010181	SRS285219	SRR397259	intestine
SRP010181	SRS285219	SRR397319	intestine
SRP010181	SRS285220	SRR397200	intestine
SRP010181	SRS285220	SRR397260	intestine
SRP010181	SRS285220	SRR397320	intestine
SRP010181	SRS285220	SRR397380	intestine
SRP010181	SRS285221	SRR397201	intestine
SRP010181	SRS285221	SRR397261	intestine
SRP010181	SRS285221	SRR397321	intestine
SRP010181	SRS285221	SRR397381	intestine
SRP010181	SRS285222	SRR397202	intestine
SRP010181	SRS285222	SRR397262	intestine
SRP010181	SRS285222	SRR397322	intestine
SRP010181	SRS285222	SRR397382	intestine
SRP010181	SRS285223	SRR397203	intestine
SRP010181	SRS285223	SRR397263	intestine
SRP010181	SRS285223	SRR397323	intestine
SRP010181	SRS285223	SRR397383	intestine
SRP010181	SRS285224	SRR397204	intestine
SRP010181	SRS285224	SRR397264	intestine
SRP010181	SRS285224	SRR397324	intestine
SRP010181	SRS285224	SRR397384	intestine
SRP010181	SRS285225	SRR397205	intestine
SRP010181	SRS285225	SRR397265	intestine
SRP010181	SRS285225	SRR397325	intestine
SRP010181	SRS285225	SRR397385	intestine
SRP010181	SRS285226	SRR397206	intestine
SRP010181	SRS285226	SRR397266	intestine
SRP010181	SRS285226	SRR397326	intestine
SRP010181	SRS285226	SRR397386	intestine
SRP010181	SRS285227	SRR397207	intestine
SRP010181	SRS285227	SRR397267	intestine
SRP010181	SRS285227	SRR397327	intestine
SRP010181	SRS285227	SRR397387	intestine
SRP010181	SRS285228	SRR397208	intestine
SRP010181	SRS285228	SRR397268	intestine
SRP010181	SRS285228	SRR397328	intestine
SRP010181	SRS285228	SRR397388	intestine
SRP010181	SRS285229	SRR397209	intestine
SRP010181	SRS285229	SRR397269	intestine
SRP010181	SRS285229	SRR397329	intestine
SRP010181	SRS285229	SRR397389	intestine
SRP010181	SRS285230	SRR397210	intestine
SRP010181	SRS285230	SRR397270	intestine
SRP010181	SRS285230	SRR397330	intestine
SRP010181	SRS285230	SRR397390	intestine
SRP010181	SRS285231	SRR397211	intestine
SRP010181	SRS285231	SRR397271	intestine
SRP010181	SRS285231	SRR397331	intestine
SRP010181	SRS285231	SRR397391	intestine
SRP010181	SRS285232	SRR397212	intestine
SRP010181	SRS285232	SRR397272	intestine
SRP010181	SRS285232	SRR397332	intestine
SRP010181	SRS285232	SRR397392	intestine
SRP010181	SRS285233	SRR397213	intestine
SRP010181	SRS285233	SRR397273	intestine
SRP010181	SRS285233	SRR397333	intestine
SRP010181	SRS285233	SRR397393	intestine
SRP010181	SRS285234	SRR397214	intestine
SRP010181	SRS285234	SRR397274	intestine
SRP010181	SRS285234	SRR397334	intestine
SRP010181	SRS285234	SRR397394	intestine
SRP010181	SRS285235	SRR397215	intestine
SRP010181	SRS285235	SRR397275	intestine
SRP010181	SRS285235	SRR397335	intestine
SRP010181	SRS285235	SRR397395	intestine
SRP010181	SRS285236	SRR397216	intestine
SRP010181	SRS285236	SRR397276	intestine
SRP010181	SRS285236	SRR397336	intestine
SRP010181	SRS285236	SRR397396	intestine
SRP010181	SRS285237	SRR397217	intestine
SRP010181	SRS285237	SRR397277	intestine
SRP010181	SRS285237	SRR397337	intestine
SRP010181	SRS285237	SRR397397	intestine
SRP010181	SRS285238	SRR397218	intestine
SRP010181	SRS285238	SRR397278	intestine
SRP010181	SRS285238	SRR397338	intestine
SRP010181	SRS285238	SRR397398	intestine
SRP010181	SRS285239	SRR397219	intestine
SRP010181	SRS285239	SRR397279	intestine
SRP010181	SRS285239	SRR397339	intestine
SRP010181	SRS285239	SRR397399	intestine
SRP010181	SRS285240	SRR397220	intestine
SRP010181	SRS285240	SRR397280	intestine
SRP010181	SRS285240	SRR397340	intestine
SRP010181	SRS285240	SRR397400	intestine
SRP010181	SRS285241	SRR397221	intestine
SRP010181	SRS285241	SRR397281	intestine
SRP010181	SRS285241	SRR397341	intestine
SRP010181	SRS285241	SRR397401	intestine
SRP010181	SRS285242	SRR397222	intestine
SRP010181	SRS285242	SRR397282	intestine
SRP010181	SRS285242	SRR397342	intestine
SRP010181	SRS285242	SRR397402	intestine
SRP010181	SRS285243	SRR397223	intestine
SRP010181	SRS285243	SRR397283	intestine
SRP010181	SRS285243	SRR397343	intestine
SRP010181	SRS285243	SRR397403	intestine
SRP010181	SRS285244	SRR397224	intestine
SRP010181	SRS285244	SRR397284	intestine
SRP010181	SRS285244	SRR397344	intestine
SRP010181	SRS285244	SRR397404	intestine
SRP010181	SRS285245	SRR397225	intestine
SRP010181	SRS285245	SRR397285	intestine
SRP010181	SRS285245	SRR397345	intestine
SRP010181	SRS285245	SRR397405	intestine
SRP010181	SRS285246	SRR397226	intestine
SRP010181	SRS285246	SRR397286	intestine
SRP010181	SRS285246	SRR397346	intestine
SRP010181	SRS285246	SRR397406	intestine
SRP010181	SRS285247	SRR397227	intestine
SRP010181	SRS285247	SRR397287	intestine
SRP010181	SRS285247	SRR397347	intestine
SRP010181	SRS285247	SRR397407	intestine
SRP010181	SRS285248	SRR397228	intestine
SRP010181	SRS285248	SRR397288	intestine
SRP010181	SRS285248	SRR397348	intestine
SRP010181	SRS285248	SRR397408	intestine
SRP010181	SRS285249	SRR397229	intestine
SRP010181	SRS285249	SRR397289	intestine
SRP010181	SRS285249	SRR397349	intestine
SRP010181	SRS285249	SRR397409	intestine
SRP010181	SRS285250	SRR397230	intestine
SRP010181	SRS285250	SRR397290	intestine
SRP010181	SRS285250	SRR397350	intestine
SRP010181	SRS285250	SRR397410	intestine
SRP010181	SRS285251	SRR397231	intestine
SRP010181	SRS285251	SRR397291	intestine
SRP010181	SRS285251	SRR397351	intestine
SRP010181	SRS285251	SRR397411	intestine
SRP010181	SRS285252	SRR397232	intestine
