project	sample	run	sharq_beta_tissue
SRP042161	SRS617167	SRR1294759	intestine
SRP042161	SRS617168	SRR1294760	intestine
SRP042161	SRS617169	SRR1294762	intestine
SRP042161	SRS617170	SRR1294763	intestine
SRP042161	SRS617171	SRR1294764	intestine
SRP042161	SRS617172	SRR1294761	intestine
SRP042161	SRS617173	SRR1294766	intestine
SRP042161	SRS617174	SRR1294765	intestine
SRP042161	SRS617175	SRR1294767	intestine
SRP042161	SRS617176	SRR1294769	intestine
SRP042161	SRS617177	SRR1294768	intestine
SRP042161	SRS617178	SRR1294770	intestine
SRP042161	SRS617179	SRR1294771	intestine
SRP042161	SRS617180	SRR1294772	intestine
SRP042161	SRS617181	SRR1294773	intestine
SRP042161	SRS617182	SRR1294774	intestine
SRP042161	SRS617183	SRR1294775	intestine
SRP042161	SRS617184	SRR1294776	intestine
SRP042161	SRS617185	SRR1294778	intestine
SRP042161	SRS617186	SRR1294777	intestine
SRP042161	SRS617187	SRR1294779	intestine
SRP042161	SRS617188	SRR1294781	intestine
SRP042161	SRS617189	SRR1294780	intestine
SRP042161	SRS617190	SRR1294782	intestine
SRP042161	SRS617191	SRR1294784	intestine
SRP042161	SRS617192	SRR1294785	intestine
SRP042161	SRS617193	SRR1294788	intestine
SRP042161	SRS617194	SRR1294791	intestine
SRP042161	SRS617195	SRR1294803	intestine
SRP042161	SRS617196	SRR1294804	intestine
SRP042161	SRS617197	SRR1294805	intestine
SRP042161	SRS617198	SRR1294806	intestine
SRP042161	SRS617199	SRR1294807	intestine
SRP042161	SRS617200	SRR1294811	intestine
SRP042161	SRS617201	SRR1294812	intestine
SRP042161	SRS617202	SRR1294813	intestine
SRP042161	SRS617203	SRR1294814	intestine
SRP042161	SRS617204	SRR1294815	intestine
SRP042161	SRS617205	SRR1294816	intestine
SRP042161	SRS617206	SRR1294817	intestine
SRP042161	SRS617207	SRR1294818	intestine
SRP042161	SRS617208	SRR1294819	intestine
SRP042161	SRS617209	SRR1294820	intestine
SRP042161	SRS617210	SRR1294821	intestine
SRP042161	SRS617211	SRR1294822	intestine
SRP042161	SRS617212	SRR1294823	intestine
SRP042161	SRS617213	SRR1294824	intestine
SRP042161	SRS617214	SRR1294825	intestine
SRP042161	SRS617215	SRR1294826	intestine
SRP042161	SRS617216	SRR1294827	intestine
SRP042161	SRS617217	SRR1294828	intestine
SRP042161	SRS617218	SRR1294829	intestine
SRP042161	SRS617219	SRR1294830	intestine
SRP042161	SRS617220	SRR1294831	intestine
SRP042161	SRS617221	SRR1294832	intestine
SRP042161	SRS617222	SRR1294833	intestine
SRP042161	SRS617223	SRR1294835	intestine
SRP042161	SRS617224	SRR1294834	intestine
SRP042161	SRS617225	SRR1294927	intestine
SRP042161	SRS617226	SRR1294926	intestine
SRP042161	SRS617227	SRR1294928	intestine
SRP042161	SRS617228	SRR1294929	intestine
SRP042161	SRS617229	SRR1294930	intestine
SRP042161	SRS617230	SRR1294931	intestine
SRP042161	SRS617231	SRR1294932	intestine
SRP042161	SRS617232	SRR1294933	intestine
SRP042161	SRS617233	SRR1294934	intestine
SRP042161	SRS617234	SRR1294935	intestine
SRP042161	SRS617235	SRR1294936	intestine
SRP042161	SRS617236	SRR1294937	intestine
SRP042161	SRS617237	SRR1294938	intestine
SRP042161	SRS617238	SRR1294939	intestine
SRP042161	SRS617239	SRR1294940	intestine
SRP042161	SRS617240	SRR1294941	intestine
SRP042161	SRS617241	SRR1294942	intestine
SRP042161	SRS617242	SRR1294943	intestine
SRP042161	SRS617243	SRR1294944	intestine
SRP042161	SRS617244	SRR1294945	intestine
SRP042161	SRS617245	SRR1294946	intestine
SRP042161	SRS617246	SRR1294947	intestine
SRP042161	SRS617247	SRR1294948	intestine
SRP042161	SRS617248	SRR1294949	intestine
SRP042161	SRS617249	SRR1294950	intestine
SRP042161	SRS617250	SRR1294951	intestine
SRP042161	SRS617251	SRR1294952	intestine
SRP042161	SRS617252	SRR1294953	intestine
SRP042161	SRS617253	SRR1294954	intestine
SRP042161	SRS617254	SRR1294955	intestine
SRP042161	SRS617255	SRR1294956	intestine
SRP042161	SRS617256	SRR1294957	intestine
SRP042161	SRS617257	SRR1294958	intestine
SRP042161	SRS617258	SRR1294959	intestine
SRP042161	SRS617259	SRR1294960	intestine
SRP042161	SRS617260	SRR1294961	intestine
SRP042161	SRS617261	SRR1294962	intestine
SRP042161	SRS617262	SRR1294964	intestine
SRP042161	SRS617263	SRR1294965	intestine
SRP042161	SRS617264	SRR1294967	intestine
SRP042161	SRS617265	SRR1294970	intestine
SRP042161	SRS617266	SRR1294973	intestine
SRP042161	SRS617267	SRR1294976	intestine
SRP042161	SRS617268	SRR1294979	intestine
SRP042161	SRS617269	SRR1294986	intestine
SRP042161	SRS617270	SRR1294987	intestine
SRP042161	SRS617271	SRR1294988	intestine
SRP042161	SRS617272	SRR1294989	intestine
SRP042161	SRS617273	SRR1294990	intestine
SRP042161	SRS617274	SRR1294991	intestine
SRP042161	SRS617275	SRR1294992	intestine
SRP042161	SRS617276	SRR1294993	intestine
SRP042161	SRS617277	SRR1294994	intestine
SRP042161	SRS617278	SRR1294995	intestine
SRP042161	SRS617279	SRR1294996	intestine
SRP042161	SRS617280	SRR1294997	intestine
SRP042161	SRS617281	SRR1294998	intestine
SRP042161	SRS617282	SRR1294999	intestine
SRP042161	SRS617283	SRR1295000	intestine
SRP042161	SRS617284	SRR1295001	intestine
SRP042161	SRS617285	SRR1295002	intestine
SRP042161	SRS617286	SRR1295003	intestine
SRP042161	SRS617287	SRR1295004	intestine
SRP042161	SRS617288	SRR1295005	intestine
SRP042161	SRS617289	SRR1295006	intestine
SRP042161	SRS617290	SRR1295007	intestine
SRP042161	SRS617291	SRR1295008	intestine
SRP042161	SRS617292	SRR1295009	intestine
SRP042161	SRS617293	SRR1295010	intestine
SRP042161	SRS617294	SRR1295011	intestine
SRP042161	SRS617295	SRR1295012	intestine
SRP042161	SRS617296	SRR1295013	intestine
SRP042161	SRS617297	SRR1295014	intestine
SRP042161	SRS617298	SRR1295015	intestine
SRP042161	SRS617299	SRR1294783	intestine
SRP042161	SRS617300	SRR1294786	intestine
SRP042161	SRS617301	SRR1294787	intestine
SRP042161	SRS617302	SRR1294789	intestine
SRP042161	SRS617303	SRR1294790	intestine
SRP042161	SRS617304	SRR1294792	intestine
SRP042161	SRS617305	SRR1294793	intestine
SRP042161	SRS617306	SRR1294794	intestine
SRP042161	SRS617307	SRR1294795	intestine
SRP042161	SRS617308	SRR1294796	intestine
SRP042161	SRS617309	SRR1294797	intestine
SRP042161	SRS617310	SRR1294798	intestine
SRP042161	SRS617311	SRR1294799	intestine
SRP042161	SRS617312	SRR1294800	intestine
SRP042161	SRS617313	SRR1294801	intestine
SRP042161	SRS617314	SRR1294802	intestine
SRP042161	SRS617315	SRR1294808	intestine
SRP042161	SRS617316	SRR1294809	intestine
SRP042161	SRS617317	SRR1294810	intestine
SRP042161	SRS617318	SRR1294836	intestine
SRP042161	SRS617319	SRR1294837	intestine
SRP042161	SRS617320	SRR1294839	intestine
SRP042161	SRS617321	SRR1294841	intestine
SRP042161	SRS617322	SRR1294843	intestine
SRP042161	SRS617323	SRR1294844	intestine
SRP042161	SRS617324	SRR1294845	intestine
SRP042161	SRS617325	SRR1294846	intestine
SRP042161	SRS617326	SRR1294847	intestine
SRP042161	SRS617327	SRR1294865	intestine
SRP042161	SRS617328	SRR1294866	intestine
SRP042161	SRS617329	SRR1294867	intestine
SRP042161	SRS617330	SRR1294869	intestine
SRP042161	SRS617331	SRR1294870	intestine
SRP042161	SRS617332	SRR1294871	intestine
SRP042161	SRS617333	SRR1294872	intestine
SRP042161	SRS617334	SRR1294873	intestine
SRP042161	SRS617335	SRR1294874	intestine
SRP042161	SRS617336	SRR1294875	intestine
SRP042161	SRS617337	SRR1294876	intestine
SRP042161	SRS617338	SRR1294877	intestine
SRP042161	SRS617339	SRR1294878	intestine
SRP042161	SRS617340	SRR1294879	intestine
SRP042161	SRS617341	SRR1294880	intestine
SRP042161	SRS617342	SRR1294881	intestine
SRP042161	SRS617343	SRR1294882	intestine
SRP042161	SRS617344	SRR1294883	intestine
SRP042161	SRS617345	SRR1294884	intestine
SRP042161	SRS617346	SRR1294885	intestine
SRP042161	SRS617347	SRR1294886	intestine
SRP042161	SRS617348	SRR1294887	intestine
SRP042161	SRS617349	SRR1294888	intestine
SRP042161	SRS617350	SRR1294889	intestine
SRP042161	SRS617351	SRR1294890	intestine
SRP042161	SRS617352	SRR1294891	intestine
SRP042161	SRS617353	SRR1294892	intestine
SRP042161	SRS617354	SRR1294893	intestine
SRP042161	SRS617355	SRR1294894	intestine
SRP042161	SRS617356	SRR1294895	intestine
SRP042161	SRS617357	SRR1294896	intestine
SRP042161	SRS617358	SRR1294897	intestine
SRP042161	SRS617359	SRR1294898	intestine
SRP042161	SRS617360	SRR1294899	intestine
SRP042161	SRS617361	SRR1294900	intestine
SRP042161	SRS617362	SRR1294901	intestine
SRP042161	SRS617363	SRR1294902	intestine
SRP042161	SRS617364	SRR1294903	intestine
SRP042161	SRS617365	SRR1294904	intestine
SRP042161	SRS617366	SRR1294905	intestine
SRP042161	SRS617367	SRR1294906	intestine
SRP042161	SRS617368	SRR1294907	intestine
SRP042161	SRS617369	SRR1294908	intestine
SRP042161	SRS617370	SRR1294909	intestine
SRP042161	SRS617371	SRR1294910	intestine
SRP042161	SRS617372	SRR1294911	intestine
SRP042161	SRS617373	SRR1294912	intestine
SRP042161	SRS617374	SRR1294913	intestine
SRP042161	SRS617375	SRR1294914	intestine
SRP042161	SRS617376	SRR1294915	intestine
SRP042161	SRS617377	SRR1294916	intestine
SRP042161	SRS617378	SRR1294917	intestine
SRP042161	SRS617379	SRR1294918	intestine
SRP042161	SRS617380	SRR1294919	intestine
SRP042161	SRS617381	SRR1294920	intestine
SRP042161	SRS617382	SRR1294921	intestine
SRP042161	SRS617383	SRR1294922	intestine
SRP042161	SRS617384	SRR1294923	intestine
SRP042161	SRS617385	SRR1294924	intestine
SRP042161	SRS617386	SRR1294925	intestine
SRP042161	SRS617387	SRR1294963	intestine
SRP042161	SRS617388	SRR1294966	intestine
SRP042161	SRS617389	SRR1294968	intestine
SRP042161	SRS617390	SRR1294969	intestine
SRP042161	SRS617391	SRR1294971	intestine
SRP042161	SRS617392	SRR1294972	intestine
SRP042161	SRS617393	SRR1294974	intestine
SRP042161	SRS617394	SRR1294975	intestine
SRP042161	SRS617395	SRR1294977	intestine
SRP042161	SRS617396	SRR1294978	intestine
SRP042161	SRS617397	SRR1294980	intestine
SRP042161	SRS617398	SRR1294981	intestine
SRP042161	SRS617399	SRR1294982	intestine
SRP042161	SRS617400	SRR1294983	intestine
SRP042161	SRS617401	SRR1294984	intestine
SRP042161	SRS617402	SRR1294985	intestine
SRP042161	SRS617403	SRR1295016	intestine
SRP042161	SRS617404	SRR1295017	intestine
SRP042161	SRS617405	SRR1295018	intestine
SRP042161	SRS617406	SRR1295019	intestine
SRP042161	SRS617407	SRR1295020	intestine
SRP042161	SRS617408	SRR1295021	intestine
SRP042161	SRS617409	SRR1295022	intestine
SRP042161	SRS617410	SRR1295023	intestine
SRP042161	SRS617411	SRR1295024	intestine
SRP042161	SRS617412	SRR1295025	intestine
SRP042161	SRS617413	SRR1295026	intestine
SRP042161	SRS617414	SRR1295027	intestine
SRP042161	SRS617415	SRR1295028	intestine
SRP042161	SRS617416	SRR1295029	intestine
SRP042161	SRS617417	SRR1295030	intestine
SRP042161	SRS617418	SRR1295031	intestine
SRP042161	SRS617419	SRR1295032	intestine
SRP042161	SRS617420	SRR1295033	intestine
SRP042161	SRS617421	SRR1295034	intestine
SRP042161	SRS617422	SRR1295035	intestine
SRP042161	SRS617423	SRR1295036	intestine
SRP042161	SRS617424	SRR1295037	intestine
SRP042161	SRS617425	SRR1295038	intestine
SRP042161	SRS617426	SRR1295039	intestine
SRP042161	SRS617427	SRR1295040	intestine
SRP042161	SRS617429	SRR1295321	intestine
SRP042161	SRS617430	SRR1295347	intestine
SRP042161	SRS617431	SRR1295346	intestine
SRP042161	SRS617448	SRR1295348	intestine
SRP042161	SRS617460	SRR1294740	intestine
SRP042161	SRS617461	SRR1294741	intestine
SRP042161	SRS617462	SRR1294742	intestine
SRP042161	SRS617463	SRR1294743	intestine
SRP042161	SRS617464	SRR1294744	intestine
SRP042161	SRS617465	SRR1294745	intestine
SRP042161	SRS617466	SRR1294838	intestine
SRP042161	SRS617467	SRR1294840	intestine
SRP042161	SRS617468	SRR1294842	intestine
SRP042161	SRS617469	SRR1294848	intestine
SRP042161	SRS617470	SRR1294849	intestine
SRP042161	SRS617471	SRR1294850	intestine
SRP042161	SRS617472	SRR1294852	intestine
SRP042161	SRS617473	SRR1294851	intestine
SRP042161	SRS617475	SRR1294853	intestine
SRP042161	SRS617476	SRR1294854	intestine
SRP042161	SRS617477	SRR1294855	intestine
SRP042161	SRS617478	SRR1294856	intestine
SRP042161	SRS617479	SRR1294857	intestine
SRP042161	SRS617480	SRR1294858	intestine
SRP042161	SRS617481	SRR1294859	intestine
SRP042161	SRS617482	SRR1294860	intestine
SRP042161	SRS617483	SRR1294861	intestine
SRP042161	SRS617484	SRR1294862	intestine
SRP042161	SRS617485	SRR1294863	intestine
SRP042161	SRS617486	SRR1294868	intestine
SRP042161	SRS617487	SRR1294864	intestine
SRP042161	SRS617488	SRR1295046	intestine
SRP042161	SRS617489	SRR1295047	intestine
SRP042161	SRS617490	SRR1295049	intestine
SRP042161	SRS617491	SRR1295226	intestine
SRP042161	SRS617492	SRR1295229	intestine
SRP042161	SRS617493	SRR1295232	intestine
SRP042161	SRS617494	SRR1295235	intestine
SRP042161	SRS617495	SRR1295238	intestine
SRP042161	SRS617496	SRR1295241	intestine
SRP042161	SRS617497	SRR1295244	intestine
SRP042161	SRS617498	SRR1295247	intestine
SRP042161	SRS617499	SRR1295315	intestine
SRP042161	SRS617500	SRR1295316	intestine
SRP042161	SRS617501	SRR1295317	intestine
SRP042161	SRS617502	SRR1295319	intestine
SRP042161	SRS617503	SRR1295320	intestine
SRP042161	SRS617504	SRR1295322	intestine
SRP042161	SRS617505	SRR1295323	intestine
SRP042161	SRS617506	SRR1295324	intestine
SRP042161	SRS617507	SRR1295325	intestine
SRP042161	SRS617508	SRR1295326	intestine
SRP042161	SRS617509	SRR1295327	intestine
SRP042161	SRS617510	SRR1295328	intestine
SRP042161	SRS617511	SRR1295329	intestine
SRP042161	SRS617512	SRR1295330	intestine
SRP042161	SRS617513	SRR1295331	intestine
SRP042161	SRS617514	SRR1295332	intestine
SRP042161	SRS617515	SRR1295333	intestine
SRP042161	SRS617516	SRR1295334	intestine
SRP042161	SRS617517	SRR1295335	intestine
SRP042161	SRS617518	SRR1295336	intestine
SRP042161	SRS617519	SRR1295337	intestine
SRP042161	SRS617520	SRR1295338	intestine
SRP042161	SRS617521	SRR1295339	intestine
SRP042161	SRS617522	SRR1295341	intestine
SRP042161	SRS617523	SRR1295340	intestine
SRP042161	SRS617524	SRR1295342	intestine
SRP042161	SRS617525	SRR1295343	intestine
SRP042161	SRS617526	SRR1295345	intestine
SRP042161	SRS617527	SRR1295349	intestine
SRP042161	SRS617528	SRR1295344	intestine
SRP042161	SRS617565	SRR1295041	intestine
SRP042161	SRS617566	SRR1295042	intestine
SRP042161	SRS617567	SRR1295043	intestine
SRP042161	SRS617568	SRR1295044	intestine
SRP042161	SRS617569	SRR1295045	intestine
SRP042161	SRS617570	SRR1295048	intestine
SRP042161	SRS617571	SRR1295051	intestine
SRP042161	SRS617572	SRR1295050	intestine
SRP042161	SRS617573	SRR1295052	intestine
SRP042161	SRS617574	SRR1295053	intestine
SRP042161	SRS617575	SRR1295055	intestine
SRP042161	SRS617576	SRR1295054	intestine
SRP042161	SRS617577	SRR1295056	intestine
SRP042161	SRS617578	SRR1295057	intestine
SRP042161	SRS617579	SRR1295058	intestine
SRP042161	SRS617580	SRR1295059	intestine
SRP042161	SRS617581	SRR1295060	intestine
SRP042161	SRS617582	SRR1295061	intestine
SRP042161	SRS617583	SRR1295062	intestine
SRP042161	SRS617584	SRR1295064	intestine
SRP042161	SRS617585	SRR1295063	intestine
SRP042161	SRS617586	SRR1295065	intestine
SRP042161	SRS617587	SRR1295066	intestine
SRP042161	SRS617588	SRR1295067	intestine
SRP042161	SRS617589	SRR1295068	intestine
SRP042161	SRS617590	SRR1295069	intestine
SRP042161	SRS617591	SRR1295070	intestine
SRP042161	SRS617592	SRR1295071	intestine
SRP042161	SRS617593	SRR1295073	intestine
SRP042161	SRS617594	SRR1295072	intestine
SRP042161	SRS617595	SRR1295074	intestine
SRP042161	SRS617596	SRR1295075	intestine
SRP042161	SRS617597	SRR1295076	intestine
SRP042161	SRS617598	SRR1295077	intestine
SRP042161	SRS617599	SRR1295078	intestine
SRP042161	SRS617600	SRR1295079	intestine
SRP042161	SRS617601	SRR1295080	intestine
SRP042161	SRS617602	SRR1295081	intestine
SRP042161	SRS617603	SRR1295082	intestine
SRP042161	SRS617604	SRR1295083	intestine
SRP042161	SRS617605	SRR1295084	intestine
SRP042161	SRS617606	SRR1295085	intestine
SRP042161	SRS617607	SRR1295086	intestine
SRP042161	SRS617608	SRR1295087	intestine
SRP042161	SRS617609	SRR1295088	intestine
SRP042161	SRS617610	SRR1295090	intestine
SRP042161	SRS617611	SRR1295089	intestine
SRP042161	SRS617612	SRR1295091	intestine
SRP042161	SRS617613	SRR1295092	intestine
SRP042161	SRS617614	SRR1295093	intestine
SRP042161	SRS617615	SRR1295094	intestine
SRP042161	SRS617616	SRR1295095	intestine
SRP042161	SRS617617	SRR1295096	intestine
SRP042161	SRS617618	SRR1295097	intestine
SRP042161	SRS617619	SRR1295098	intestine
SRP042161	SRS617620	SRR1295099	intestine
SRP042161	SRS617621	SRR1295100	intestine
SRP042161	SRS617622	SRR1295101	intestine
SRP042161	SRS617623	SRR1295102	intestine
SRP042161	SRS617624	SRR1295103	intestine
SRP042161	SRS617625	SRR1295104	intestine
SRP042161	SRS617626	SRR1295105	intestine
SRP042161	SRS617627	SRR1295106	intestine
SRP042161	SRS617628	SRR1295107	intestine
SRP042161	SRS617629	SRR1295108	intestine
SRP042161	SRS617630	SRR1295109	intestine
SRP042161	SRS617631	SRR1295110	intestine
SRP042161	SRS617632	SRR1295111	intestine
SRP042161	SRS617633	SRR1295112	intestine
SRP042161	SRS617634	SRR1295113	intestine
SRP042161	SRS617635	SRR1295114	intestine
SRP042161	SRS617636	SRR1295115	intestine
SRP042161	SRS617637	SRR1295116	intestine
SRP042161	SRS617638	SRR1295117	intestine
SRP042161	SRS617639	SRR1295118	intestine
SRP042161	SRS617640	SRR1295119	intestine
SRP042161	SRS617641	SRR1295120	intestine
SRP042161	SRS617642	SRR1295121	intestine
SRP042161	SRS617643	SRR1295122	intestine
SRP042161	SRS617644	SRR1295123	intestine
SRP042161	SRS617645	SRR1295124	intestine
SRP042161	SRS617646	SRR1295125	intestine
SRP042161	SRS617647	SRR1295126	intestine
SRP042161	SRS617648	SRR1295127	intestine
SRP042161	SRS617649	SRR1295128	intestine
SRP042161	SRS617650	SRR1295129	intestine
SRP042161	SRS617651	SRR1295130	intestine
SRP042161	SRS617652	SRR1295131	intestine
SRP042161	SRS617653	SRR1295132	intestine
SRP042161	SRS617654	SRR1295133	intestine
SRP042161	SRS617655	SRR1295134	intestine
SRP042161	SRS617656	SRR1295135	intestine
SRP042161	SRS617657	SRR1295136	intestine
SRP042161	SRS617658	SRR1295137	intestine
SRP042161	SRS617659	SRR1295138	intestine
SRP042161	SRS617660	SRR1295139	intestine
SRP042161	SRS617661	SRR1295140	intestine
SRP042161	SRS617662	SRR1295142	intestine
SRP042161	SRS617663	SRR1295141	intestine
SRP042161	SRS617664	SRR1295143	intestine
SRP042161	SRS617665	SRR1295144	intestine
SRP042161	SRS617666	SRR1295145	intestine
SRP042161	SRS617667	SRR1295146	intestine
SRP042161	SRS617668	SRR1295147	intestine
SRP042161	SRS617669	SRR1295148	intestine
SRP042161	SRS617670	SRR1295149	intestine
SRP042161	SRS617671	SRR1295150	intestine
SRP042161	SRS617672	SRR1295151	intestine
SRP042161	SRS617673	SRR1295152	intestine
SRP042161	SRS617674	SRR1295153	intestine
SRP042161	SRS617675	SRR1295154	intestine
SRP042161	SRS617676	SRR1295155	intestine
SRP042161	SRS617677	SRR1295156	intestine
SRP042161	SRS617678	SRR1295157	intestine
SRP042161	SRS617679	SRR1295158	intestine
SRP042161	SRS617680	SRR1295159	intestine
SRP042161	SRS617681	SRR1295160	intestine
SRP042161	SRS617682	SRR1295161	intestine
SRP042161	SRS617683	SRR1295162	intestine
SRP042161	SRS617684	SRR1295163	intestine
SRP042161	SRS617685	SRR1295164	intestine
SRP042161	SRS617686	SRR1295165	intestine
SRP042161	SRS617687	SRR1295166	intestine
SRP042161	SRS617688	SRR1295167	intestine
SRP042161	SRS617689	SRR1295168	intestine
SRP042161	SRS617690	SRR1295169	intestine
SRP042161	SRS617691	SRR1295170	intestine
SRP042161	SRS617692	SRR1295171	intestine
SRP042161	SRS617693	SRR1295172	intestine
SRP042161	SRS617694	SRR1295173	intestine
SRP042161	SRS617695	SRR1295174	intestine
SRP042161	SRS617696	SRR1295175	intestine
SRP042161	SRS617697	SRR1295176	intestine
SRP042161	SRS617698	SRR1295177	intestine
SRP042161	SRS617699	SRR1295178	intestine
SRP042161	SRS617700	SRR1295179	intestine
SRP042161	SRS617701	SRR1295180	intestine
SRP042161	SRS617702	SRR1295181	intestine
SRP042161	SRS617703	SRR1295182	intestine
SRP042161	SRS617704	SRR1295183	intestine
SRP042161	SRS617705	SRR1295184	intestine
SRP042161	SRS617706	SRR1295186	intestine
SRP042161	SRS617707	SRR1295185	intestine
SRP042161	SRS617708	SRR1295187	intestine
SRP042161	SRS617709	SRR1295188	intestine
SRP042161	SRS617710	SRR1295189	intestine
SRP042161	SRS617711	SRR1295190	intestine
SRP042161	SRS617712	SRR1295191	intestine
SRP042161	SRS617713	SRR1295192	intestine
SRP042161	SRS617714	SRR1295193	intestine
SRP042161	SRS617715	SRR1295194	intestine
SRP042161	SRS617716	SRR1295195	intestine
SRP042161	SRS617717	SRR1295196	intestine
SRP042161	SRS617718	SRR1295198	intestine
SRP042161	SRS617719	SRR1295197	intestine
SRP042161	SRS617720	SRR1295199	intestine
SRP042161	SRS617721	SRR1295200	intestine
SRP042161	SRS617722	SRR1295201	intestine
SRP042161	SRS617723	SRR1295202	intestine
SRP042161	SRS617724	SRR1295203	intestine
SRP042161	SRS617725	SRR1295204	intestine
SRP042161	SRS617726	SRR1295205	intestine
SRP042161	SRS617727	SRR1295206	intestine
SRP042161	SRS617728	SRR1295207	intestine
SRP042161	SRS617729	SRR1295208	intestine
SRP042161	SRS617730	SRR1295209	intestine
SRP042161	SRS617731	SRR1295210	intestine
SRP042161	SRS617732	SRR1295211	intestine
SRP042161	SRS617733	SRR1295212	intestine
SRP042161	SRS617734	SRR1295213	intestine
SRP042161	SRS617735	SRR1295214	intestine
SRP042161	SRS617736	SRR1295215	intestine
SRP042161	SRS617737	SRR1295216	intestine
SRP042161	SRS617738	SRR1295217	intestine
SRP042161	SRS617739	SRR1295218	intestine
SRP042161	SRS617740	SRR1295220	intestine
SRP042161	SRS617741	SRR1295219	intestine
SRP042161	SRS617742	SRR1295221	intestine
SRP042161	SRS617743	SRR1295222	intestine
SRP042161	SRS617744	SRR1295223	intestine
SRP042161	SRS617745	SRR1295224	intestine
SRP042161	SRS617746	SRR1295225	intestine
SRP042161	SRS617747	SRR1295227	intestine
SRP042161	SRS617748	SRR1295228	intestine
SRP042161	SRS617749	SRR1295230	intestine
SRP042161	SRS617750	SRR1295233	intestine
SRP042161	SRS617751	SRR1295231	intestine
SRP042161	SRS617752	SRR1295236	intestine
SRP042161	SRS617753	SRR1295234	intestine
SRP042161	SRS617754	SRR1295237	intestine
SRP042161	SRS617755	SRR1295239	intestine
SRP042161	SRS617756	SRR1295240	intestine
SRP042161	SRS617757	SRR1295242	intestine
SRP042161	SRS617758	SRR1295243	intestine
SRP042161	SRS617759	SRR1295245	intestine
SRP042161	SRS617760	SRR1295246	intestine
SRP042161	SRS617761	SRR1295248	intestine
SRP042161	SRS617762	SRR1295249	intestine
SRP042161	SRS617763	SRR1295250	intestine
SRP042161	SRS617764	SRR1295252	intestine
SRP042161	SRS617765	SRR1295251	intestine
SRP042161	SRS617766	SRR1295253	intestine
SRP042161	SRS617767	SRR1295254	intestine
SRP042161	SRS617768	SRR1295255	intestine
SRP042161	SRS617769	SRR1295256	intestine
SRP042161	SRS617770	SRR1295257	intestine
SRP042161	SRS617771	SRR1295258	intestine
SRP042161	SRS617772	SRR1295259	intestine
SRP042161	SRS617773	SRR1295260	intestine
SRP042161	SRS617774	SRR1295261	intestine
SRP042161	SRS617775	SRR1295262	intestine
SRP042161	SRS617776	SRR1295263	intestine
SRP042161	SRS617777	SRR1295264	intestine
SRP042161	SRS617778	SRR1295265	intestine
SRP042161	SRS617779	SRR1295266	intestine
SRP042161	SRS617780	SRR1295267	intestine
SRP042161	SRS617781	SRR1295268	intestine
SRP042161	SRS617782	SRR1295269	intestine
SRP042161	SRS617783	SRR1295270	intestine
SRP042161	SRS617784	SRR1295271	intestine
SRP042161	SRS617785	SRR1295272	intestine
SRP042161	SRS617786	SRR1295273	intestine
SRP042161	SRS617787	SRR1295274	intestine
SRP042161	SRS617788	SRR1295275	intestine
SRP042161	SRS617789	SRR1295276	intestine
SRP042161	SRS617790	SRR1295277	intestine
SRP042161	SRS617791	SRR1295278	intestine
SRP042161	SRS617792	SRR1295279	intestine
SRP042161	SRS617793	SRR1295280	intestine
SRP042161	SRS617794	SRR1295281	intestine
SRP042161	SRS617795	SRR1295282	intestine
SRP042161	SRS617796	SRR1295283	intestine
SRP042161	SRS617797	SRR1295284	intestine
SRP042161	SRS617798	SRR1295285	intestine
SRP042161	SRS617799	SRR1295286	intestine
SRP042161	SRS617800	SRR1295287	intestine
SRP042161	SRS617801	SRR1295288	intestine
SRP042161	SRS617802	SRR1295289	intestine
SRP042161	SRS617803	SRR1295290	intestine
SRP042161	SRS617804	SRR1295291	intestine
SRP042161	SRS617805	SRR1295292	intestine
SRP042161	SRS617806	SRR1295293	intestine
SRP042161	SRS617807	SRR1295294	intestine
SRP042161	SRS617808	SRR1295295	intestine
SRP042161	SRS617809	SRR1295296	intestine
SRP042161	SRS617810	SRR1295297	intestine
SRP042161	SRS617811	SRR1295298	intestine
SRP042161	SRS617812	SRR1295299	intestine
SRP042161	SRS617813	SRR1295300	intestine
SRP042161	SRS617814	SRR1295301	intestine
SRP042161	SRS617815	SRR1295302	intestine
SRP042161	SRS617816	SRR1295303	intestine
SRP042161	SRS617817	SRR1295304	intestine
SRP042161	SRS617818	SRR1295305	intestine
SRP042161	SRS617819	SRR1295306	intestine
SRP042161	SRS617820	SRR1295307	intestine
SRP042161	SRS617821	SRR1295308	intestine
SRP042161	SRS617822	SRR1295309	intestine
SRP042161	SRS617823	SRR1295310	intestine
SRP042161	SRS617824	SRR1295311	intestine
SRP042161	SRS617825	SRR1295312	intestine
SRP042161	SRS617826	SRR1295313	intestine
SRP042161	SRS617827	SRR1295314	intestine
SRP042161	SRS617828	SRR1295318	intestine
SRP042161	SRS617829	SRR1295350	intestine
SRP042161	SRS617830	SRR1295351	intestine
SRP042161	SRS617831	SRR1295352	intestine
SRP042161	SRS617832	SRR1295353	intestine
SRP042161	SRS617833	SRR1295354	intestine
SRP042161	SRS617834	SRR1295355	intestine
SRP042161	SRS617835	SRR1295356	intestine
SRP042161	SRS617836	SRR1295357	intestine
SRP042161	SRS617837	SRR1295358	intestine
SRP042161	SRS617838	SRR1295359	intestine
