project	tissue	method	log2_auprc_over_prior	log2_p20r	auROC	data_transformation	sample_num	counts_sample_sums_variance	median_spearman
SRP028291	umbilical_cord	CLR	0.18113462069969516	0.2326850452049142	0.5216146924026361	asinh	7	2349654945706.2383	0.5852009836951377
SRP028336	brain	CLR	0.3002184949385078	0.46693686763672987	0.557964654218722	asinh	36	5299789668701.476	0.87363031879921
SRP028336	kidney	CLR	0.3047585715378244	0.508563027770003	0.5771976644209644	asinh	12	2056510783755.182	0.6260848923465075
SRP028336	muscle	CLR	0.3528806608521327	0.5586242324883419	0.5819585939789249	asinh	12	1050709406164.4242	0.8600958099124145
SRP028554	blood	CLR	0.18369717681401546	0.253164503375961	0.5273735265500363	asinh	7	19923877375255.57	0.789755129211693
SRP028554	bone	CLR	0.19266690721417784	0.31111166651956723	0.5412990847457877	asinh	5	16768800665333.2	0.8206103846902711
SRP028594	blood	CLR	0.42472116539732296	0.6523035700149231	0.5738375700261713	asinh	31	209388278721786.12	0.8297798389906037
SRP028594	bone	CLR	0.44591001062642605	0.6545010059617975	0.56984909646917	asinh	23	181098334150961.03	0.8128499259132486
SRP028705	brain	CLR	0.13031395138060387	0.230369541583708	0.5442429327031277	asinh	9	94926846307299.36	0.9651559701820833
SRP028738	brain	CLR	0.09481949455354731	0.17418863437865575	0.5208394570813653	asinh	8	126323536607.98215	0.6153002756082868
SRP028912	cervix	CLR	0.19351922588247752	0.2951582087183844	0.5635434362634442	asinh	10	12460782982409.6	0.9122225962134994
SRP029262	blood	CLR	0.29719875121383255	0.4521858854759788	0.5526256504494995	asinh	88	4778673205304.781	0.9051348267313598
SRP029281	blood	CLR	0.254555762324667	0.3990159061045251	0.5655659757417197	asinh	8	187160236558561.7	0.7774668981017561
SRP029452	tonsil	CLR	0.1725739043426014	0.2973442288365946	0.5381004913647303	asinh	8	5371182079057.696	0.7950278569770813
SRP029592	heart	CLR	0.3469487747602825	0.5117417432528518	0.5550431541087164	asinh	10	1991225844836.6777	0.8926156409839785
SRP029888	stem_cell	CLR	0.17230486537691295	0.2778504618654794	0.5381030636485775	asinh	5	525059549863	0.9383479486799243
SRP029889	blood	CLR	0.1392498850512093	0.21883923812320125	0.5247953318453256	asinh	6	2402743055781.6	0.8539137768692168
SRP029889	brain	CLR	0.03422468466346745	0.08489723975888797	0.5137171168330497	asinh	6	4409850157610.967	0.889343437372055
SRP029889	epithelium	CLR	0.05003397487694372	0.07576979768893159	0.5095821522736514	asinh	5	192733546444.3	0.9189248344128331
SRP029899	blood	CLR	0.39570932774164225	0.7776724842141995	0.536083556372887	asinh	18	42485510260453.086	0.9409852165959451
SRP029990	blood	CLR	0.27941723833662674	0.4379385306586407	0.5606554161781787	asinh	12	26031585318912.242	0.9342975214669625
SRP030401	breast	CLR	0.2898404478746875	0.49124722506197666	0.5692978162487634	asinh	26	12957319218971.422	0.7576737581117509
SRP030628	brain	CLR	0.32941609943009525	0.45913029798237787	0.5458684291888858	asinh	38	1635040386545.4937	0.8797908817409645
SRP031476	breast	CLR	0.2779613202667572	0.4872832932165637	0.5708810455607818	asinh	38	70969647297946.44	0.9642952253667867
SRP032165	brain	CLR	0.30833023203363225	0.5406497157995211	0.5680432861167901	asinh	24	5876995195203.036	0.9527501871377801
SRP032363	muscle	CLR	0.19276862928485922	0.35679181272849825	0.5440028553020966	asinh	9	45243078939027.28	0.9904672617094153
